CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
감동란,삶기, 소금 식초 계란
감자샐러드,삶기,감자 샐러드 감자 계란 소금 마요네즈 설탕 당근 피망 옥수수 양파 
감자샐러드,삶기,삶은감자 삶은달걀 오이 크래미 파프리카 마요네즈 식빵 소금
다슬기삶는법,삶기, 다슬기 소금 
보쌈,삶기, 수육용고기 겉절이용배추 양파 파 알커피 장군차 다진마늘 소금 설탕 
죽순손질,삶기, 죽순
계란삶는법,삶기, 계란 소금 
감자삶는법,삶기,감자 꽃소금 설탕 물 감자가 반정도잠길만큼
율무팥밥,삶기, 율무 팥
칡냉면,삶기,칡냉면 칡냉면 오이 시판육수 깨소금 식초 기호대로 계란 소금 겨자소스 겨자분말 미지근한물 무초절임 여러번 먹을 분량 무 소금 설탕 식초 
머위대손질,삶기, 머위대 
달걀감자샐러드,삶기, 감자 당근 오이 마요네즈 후추 소금 설탕 계란 
수박냉면,삶기, 냉면면발 육수 수박즙 계란 오이 무절임 겨자 식초 
두부콩국수,삶기, 국수 두부 땅콩버터 오이 당근 소금 
방울토마토마리네이드,삶기, 양파 방울토마토 올리브오일 발사믹식초 설탕 레몬즙 후추 파슬리가루 
콩국수,삶기,콩국수만들기 대두콩 소금 깨소금 검정깨 오이 계란 
병아리콩두부샐러드,삶기, 두부 샐러드용 야채 병아리콩 샐러드드레싱 간장 물 설탕 참기름 마늘 깨소금 
콩국수,삶기, 오이 국수면 두부 두부 땅콩버터 물 설탕 소금 깨 
미니족발,삶기, 미니족발 파뿌리 마늘 통후추 소주 월계수 우유 커피믹스 된장 간장 흑설탕 맛술 매실 카라멜 올리고당 쌀뜨물 
메밀콩국수,삶기, 콩국수용콩가루 메밀생면 오이 삶은계란
돼지수육,삶기, 돼지 삼겹살 흑두부 마늘 청양고추 삶을때 넣는 양파 다진 생강 강황가루 된장 커피 맛술 마늘 
삶은감자,삶기, 감자 물 감자가잠길만큼 소금 
누네띠네,삶기,파이지 박력분 강력분 차가운버터 차가운물 소금 토핑 계란흰자 슈가파우더 레몬즙 쨈종류딸기포도사과살구미로와가능 
매쉬드포테이토,삶기, 감자 우유 버터 소금 후추가루 
감자샐러드,삶기, 감자 양파 오이 계란 당근 햄 마요네즈 설탕 후추 소금
두부콩국수,삶기, 우유 두부 잣 아마씨 소면 오이 실키란 방울토마토 소금 
팥삶기,삶기,팥빙수 팥 만들기 팥 설탕 소금 
감자샐러드샌드위치,삶기, 감자 중간 사이즈 오이 양파 중간 사이즈 계란 크래미 슬라이스 피클 건 블루베리 바게트 로메인 삶은계란 소금 감자샐러드소스 마요네즈 플레인요구르트 레몬청 머스타드 후춧가루 우유 
열무국수,삶기, 열무김치 소면 계란 기름 열무국수 육수 열무김치국물 생수 석류식초 사과식초 황설탕 매실주스 연겨자 깨 
감자삶는법,삶기, 감자 소금 설탕 물
옥수수찌기,삶기, 옥수수 물 소금 
깨찰빵,삶기, 깨찰빵 감자 양파 소금 흰후추 버터 우유 체다치즈 데친베이컨 
감자샐러드,삶기, 감자 햄 파프리카 빨간색 파프리카 노란색 오이 피망 베이컨 옥수수 통조림 소금 후추 머스타드 홀그레인머스타드 마요네즈 연유 연유가 없는 분 우유 물엿 
메밀소바,삶기, 메밀면 오이 쪽파 방울토마토 고추냉이 김 무 소스쯔유생수
감자삶는법,삶기, 감자 소금
감자삶기,삶기, 감자 신문지넓대대한거 
양배추쌈,삶기, 양배추 물 쌈장 
감자에그샌드위치,삶기, 모닝빵 감자 달갈 오이 마요네즈 소금 후추가루 
돼지고기수육,삶기, 수육용고기 대파 양파 생강 마늘 통후추 커피 된장 부추무침 부추 고추가루 간장 설탕 식초 매실액 다진마늘 참기름 깨 새우젓 새우젓 고추가루 매실액 설탕 다진파 다진마늘 다진청양고추
메밀소바,삶기, 간장 멸치액젓 설탕 메밀면 가쓰오부시 다시마 멸치 무 표고버섯 쪽파
감자샐러드샌드위치,삶기, 감자 계란 맛살 작은거 상추 모닝빵 브로콜리 마요네즈 소금 후추가루 
알감자샐러드,삶기, 알감자 약 베이컨 영양부추 통마늘 소금 후춧가루 양파드레싱 다진양파 마요네즈 설탕 소금 레몬즙 
옥수수삶는법,삶기, 옥수수 설탕 소금 물
옥수수삶는법,삶기, 옥수수 물 설탕 소금 
감자삶는법,삶기, 감자 중간사이즈 소금 물 
메밀소바,삶기, 메밀면 다시마 천연조미료 맛간장 매실액 무즙 다진파 김
계란삶는법,삶기, 달걀 소금 식초
감자샌드위치,삶기, 감자 당근 오이 소시지 양파 소금 설탕 후추가루 톡톡 마요네즈 식빵 
서리태콩국수,삶기, 서리태콩 소면 오이달걀 방울토마토 햄프씨드 소금
감자삶는법,삶기, 감자 소금 설탕
만두,삶기, 냉동만두 양파 청양고추 홍고추 소스 진간장 레몬주스 설탕 맛술 
콩국수,삶기,콩물 불린서리태 볶은땅콩아몬드 볶은통깨 물 굵은소금 콩국수 오이 중면 오이지무침 스라이스오이지 쫑썬대파 다진마늘 오이지 고추가루 설탕 통깨 천연가루 식초 쬐끔
고구마땅콩볼,삶기, 흙애서콩고물가루 땅콩가루 기호대로 고구마 여러개 소금 
수육,삶기, 수육용 돼지고기삼겹살 목살 양파 대파 통마늘 통후추 월계수잎 큰거 인스턴트커피 된장 크게 
보쌈삶는법,삶기,보쌈 삶는법 돼지고기목살 된장 양파 마늘 맛술 소주컵 월계수잎 생강 작은것 대파 후추 양파소스만드는법 양파 마늘 올리고당 레몬식초 설탕 소금 검정깨 마늘장아찌 
돼지목살수육,삶기, 목살 통마늘 대파 양파 통후추 월계수잎 로즈마리 레몬그라스 파채 파채 고추장 식초 참기름 다진마늘 설탕매실액 계란노른자
김치말이국수,삶기, 냉면육수 김치국물 국수 다진김치 깨소금 찐달걀청양고추
쑥갓수육,삶기, 돼지고기오겹살 대파 통마늘 쑥갓 내 된장 
문어손질,삶기, 문어 한마리 된장 맛술 소주컵 문어손질 밀가루 종이컵 굵은소금 종이컵 
양배추삶는법,삶기, 양배추 물 베이킹소다
찰옥수수,삶기,찰옥수수 삶기 옥수수 소금 뉴슈가 물 옥수수잠기게붓기
두유콩국수,삶기, 죽제조기 병아리콩 또는 백태 물 쫄면 천일염 오이 계란 검은깨 
콩국수,삶기, 백태 국수생면 땅콩 깨소금 물 얼음 고명 오이 수박 토마토
토마토국수,삶기, 토마토주스 비빔국수용오이무침 마시는 식초 양조간장 소면 참외 비빔국수장이 없을 경우 고춧가루 고추장 양조간장 다진마늘 다진파 식초 설탕 깨소금
보쌈삶기,삶기, 돼지고기 삼겹살 수육용 월계수잎 양파 생강 마늘 대파 흰 부분 통후추 로즈마리 허브 청주 물 간장조림 간장 고추기름 맛술 생강 설탕 부추무침 부추 간장 식초 설탕 고춧가루 참기름 깨소금 다진마늘 
깻잎페스토감자샐러드,삶기, 감자 완두콩 달걀 소금 올리브유 약 깻잎페스토 깻잎 약 호두혹은 잣 등 견과류 파마산치즈 마늘 올리브유 소금 후추 
팥삶기,삶기, 팥
평양냉면,삶기, 상추 메밀면 육수 무우쌈 오이 계란 고추장 고춧가루 사이다 매실액 설탕 통깨 
두부콩국수,삶기, 생두부 생수 얼음 견과류깨 소면 오이 사과 삶은계란
동치미국수,삶기, 동치미 계란 소면 크기 소금 
옥수수삶는법,삶기, 초당옥수수 소금 물 
두부콩국수,삶기, 두부 땅콩버터 소금 설탕 통깨 물 소면 동전크기
옥수수삶는법,삶기, 옥수수 설탕 소금 물 
열무김치국수,삶기, 열무김치 소면 매실액 설탕 식초 얼음
콩국수,삶기, 칼국수 흑태 오이 토마토 통깨 소금 설탕
콩국수,삶기, 콩국가루 당근 오이 생수 소금 참깨 잣 
감자샐러드,삶기, 감자 삶은달걀 당근 오이 햄 마요네즈 꿀 후추 소금
앤초비수육말이,삶기, 소고기 파프리카 오이 앤초비 사과
수수팥단지,삶기, 갈은수수가루 찹쌀가루 팥 설탕 소금 
토마토카스파초,삶기, 소면 토마토 카스파초
냉우동,삶기,냉우동 우동사리 물 쯔유 김 
수육삶는법,삶기, 돼지고기앞다리살 굴소스 청주 후추 된장 인스턴트커피 더덕즙 파 파뿌리 생강가루 
감자샐러드,삶기,찐감자 감자 작은 것 소금 설탕 감자붕생이 감자큰것 소금 설탕 베이킹파우더 감자전분 감자샐러드 찐감자 설탕 마요네즈 단호박 샐러드 단호박 설탕 마요네즈 건조크랜베리 
닭백숙,삶기, 삼계닭 황기 대추 통마늘 
메밀소바,삶기, 메밀면 무 대파 구운김 소스 멸치육수다시마육수천연조미료육수 맛간장진간장 연겨자 설탕 맛술 
옥수수삶는법,삶기, 옥수수 소금 설탕 물
달걀삶는법,삶기, 달걀 
콩국수,삶기,콩국수 콩국물 두부 약 물 설탕 소금 땅콩버터 참깨 면 삶기 소면 동전크기 찬물 고명 오이 반 개
들기름막국수,삶기, 메밀국수 국간장 맛간장또는 양조간장 들기름 구이김 깨소금 
부추무침수육,삶기, 양지머리 부추 방울토마토 간장 깨소금 참기름 양파 파 마늘
앞다리살수육,삶기, 돼지고기 앞다리살 대파 양파 통마늘 된장 소주 설탕 월계수잎 
마늘보쌈,삶기,필수 통삼겹살 대파 통후추 통마늘 편생강 월계수잎 양파 청주 물 소스 올리브유 다진마늘 올리고당 설탕 간장 식초 선택 명이나물 새우젓 쌈장 
고구마샐러드,삶기, 고구마 설탕 맛소금 후추 마요네즈 머스터드 
냉우동,삶기, 인스턴트우동 식초 고명용파 김
양배추삶는법,삶기, 양배추 물 
초계국수,삶기, 닭 소면 오이 달걀 소금 식초 연겨자 닭삶는 통마늘 대파 청주 닭고기 다진마늘 소금 후춧가루
닭가슴살양배추롤쌈,삶기, 양배추 닭가슴살 노랑파프리카 빨강파프리카 양파 당근 상추 자두 복숭아청또는 다른과일청 포도식포또는 일반식초 설탕 후추 매실된장 천연가루 고추가루 
감자샐러드샌드위치,삶기, 모닝빵 감자 계란 맛살 베이비 피클 소금 후추가루 마요네즈 
콩국수,삶기, 및 두부 물 소금 설탕 땅콩버터 깨소금 
동파육,삶기, 통 삼겹살 고기 삶는 물 물 된장 커피가루 대파 마늘 다진생강 통후추 동파육 조림소스 물 청주 맛술 간장 굴소스 설탕 다진생강 
감자샐러드샌드위치,삶기, 감자 주먹크기 계란 오이 게맛살 햄 설탕 마요네즈 소금 식빵 
수육삶기,삶기, 돼지사태 집된장 양파 생강 통마늘 커피 통후추 월계수잎 대파 
땅콩삶기,삶기, 생땅콩
단호박샐러드,삶기, 단호박 건포도 꿀 요거트 준비물 찜기 
후무스,삶기, 병아리콩 참깨 올리브유 레몬즙레몬주스 다진마늘 소금 
아지타마고,삶기, 달걀 간장 맛술 채썬 양파 저민 마늘 
돼지고기수육보쌈,삶기,돼지고기 보쌈 돼지고기 오겹살 돼지고기 목살 된장 소주 대파 마늘 생강 월계수잎 대추 
데블드에그,삶기, 계란 햄 빨강파프리카 노랑파프리카 피망 양파 사과 머스터드 마요네즈 후추 
땅콩삶기,삶기, 피땅콩 물 
꼬막삶는법,삶기, 꼬막 간장 맛술 참치액 고춧가루 통깨 참기름 홍고추 쪽파 
수육삶는법,삶기, 돼지고기 뒷다리 양파 무 붉은 고추 다시마 물 굵은 소금 
마카로니맥앤치즈,삶기, 마카로니 올리브오일 소금 크림소스 피자치즈 파마산치즈 슬라이스치즈 소금 후추 크림소스 버터 밀가루 우유 
단호박에그샌드위치,삶기, 단호박 부시맨빵 삶은 계란 견과류 단호박 샐러드 크림치즈 꿀 소금 
땅콩삶는법,삶기, 땅콩 천일염 
아지타마고,삶기, 반숙계란 간장 미림 물 설탕 다시마 양파 페페론치노 
뇨끼,삶기,뇨끼반죽 으깬감자 중력분 계란 노른자 파마산 치즈가루 넛맥 파우더 소금 덧밀가루 로제소스 토마토 양파 올리브오일 마늘 토마토페이스트 동물성생크림 로즈마리 이탈리안 시즈닝 까나리액젓 소금 후추 페페론치노 취향껏 파르미지아노레지아노 건파슬리 
땅콩삶는법,삶기, 생땅콩 천일염
단호박샐러드,삶기, 단호박 아몬스슬라이스 플레인요거트 생크림 꿀 
시래기삶는법,삶기, 무청 소금
돼지고기수육,삶기, 돼지고기앞다리살 감초 생강 흑마늘 된장 말린사과 말린대파 미림 말린 홍고추 새우젓 된장
소세지핫도그,삶기, 닭가슴살소세지 샐러드용 양상추 핫도그번 스위트콘 머스타드소스 칠리소스 
간장수육,삶기, 돼지고기삼겹살 간장 콜라 청주 마늘 생강 홍고추 백김치
콩국수,삶기, 두부 물 땅콩버터 깨 설탕 토마토 소면 믹서기 
면삶기,삶기, 스파게티면 칼국수면 소면 물 소금
삼겹살수육,삶기, 삼겹살 통마늘 통후추 청주 
표고버섯강정,삶기, 표고버섯 해바라기씨 호두 아몬드 슬라이스아몬드 간장 미림 올리고당 전분가루 식용유 참기름 
피꼬막,삶기, 꼬막 간장 설탕 고춧가루 양파 파 통깨 참기름 
감동란,삶기,달걀 숙성 달걀 소금 물 달걀 삶기 물 소금 식초 
가래떡,삶기, 가래떡 견과류 초콜릿 꿀 김 
돼지고기김치만두,삶기, 돼지고기갈은것 김치 두부 계란 파 왕만두피 밀가루 숙주나물 당면 다진마늘 후춧가루 맛술 간장 다시다 육수 국물용멸치 닭육수
고구마삶기,삶기, 고구마 물 다시마 
단호박샐러드,삶기, 단호박 땅콩 건포도 콩 마요네즈 질지않을정도로 올리고당 입맞에맞게
소면,삶기, 소면 후랑크소세지 
카레국수,삶기, 카레 소면 
생크림고구마샐러드,삶기, 삶은 고구마 건크랜베리 생크림 
수육,삶기, 수육용 삼겹살 굴소스 후추 파 마늘 된장 생강 작은 것 월계수잎 
양념꼬막삶는법,삶기, 피꼬막 간장 고춧가루 파 마늘 참기름 통깨 맛술 소금 
보쌈삶는법,삶기,생생정보통보쌈레시피 앞다리 사태살 물 무 양파 대파 마늘 생강 통후추 감초 월계수잎 된장 굵은소금 소주 찬물 굵은소금 보쌈삶는법약식 삼겹수육용 물 무 양파 대파 마늘 통생강 된장 새우젓 소주 찬물 굵은소금 
피꼬막삶는법,삶기,기본 피꼬막 청주 장 진간장 꼬막육수 식초 매실액 청고추 홍고추 다진마늘 다진파 통깨 참기름 
홍삼오향장육,삶기, 돼지고기앞다리살 대파 삶는 파 양파 통마늘 생강 계피 대추씨 된장 국간장 커피 조림장 물 계피가루 청양고추 대추 홍삼분말 간장 올리고당 홍초 다진마늘 생강가루 
삼겹살수육,삶기,필수 통삼겹 월계수잎 소주 물 선택 김치 새우젓 편마늘 고추 쌈채소
감자샐러드,삶기,감자샐러드 감자 삶은 달걀 오이 양파 통조림 옥수수 마요네즈 후추 소금 감자샐러드 샌드위치 식빵 마요네즈 
돼지고기보쌈,삶기, 돼지 앞다리살 물 대파 양파 생마늘 된장 
고구마말랭이,삶기, 싹난 고구마 다시마 조각 
보쌈삶는법,삶기,보쌈 돼지고기 된장 대파 통마늘 생강 커피 소주 월계수잎 물 고기잠길정도
수육삶는법,삶기, 돼지고기 오겹살과 삼겹살 앞다리살 굴소스 청주 소주 후추 된장 인스턴트커피 한방즙 대파 양파 생강가루 
수육,삶기, 돼지앞다리 마늘 생강 통후추 월계수 된장 물 
아지타마고,삶기,일본식 계란장조림 포프리 계란 간장 황설탕 흑설탕 식초 땡초 소금 다시마육수 물 다시마 
돼지고기수육,삶기, 돼지고기 파 통후추 생강 된장 청주 월계수잎 물 
수육삶기,삶기, 목살삼겹살 무 양파 대파 파뿌리 월계수잎 생강 커피가루 
돼지고기수육,삶기, 돼지고기삼겹살 양파 대파 통후추 로즈마리 된장 커피 
시래기삶는법,삶기, 말린 시래기 정도
삼겹살수육,삶기, 돼지고기삼겹살 돼지고기삶을때 물 된장 양조간장 무 다진마늘 대파 월계수잎 대추 황기 생강슬라이스 
팥인절미,삶기, 팥 설탕 인절미덩어리 팥삶을때 설탕 소금 
에그샌드위치,삶기, 계란 크래미 슬라이스햄 치즈 양파 피클 올리브 마요네즈 머스타드소스 소금 후추 오이 빵 
한방수육,삶기,필수 삼겹살 양파 대파 쌍화탕 맛술 간장 물 
통삼겹살수육,삶기, 통 삼겹살 된장 술 청주 양파 마늘 생강마늘 크기 대파 월계수잎 통후추 통 삼겹살이 잠길 만큼의 물
꼬막삶는법,삶기, 꼬막 굵은소금 달래장 진간장 생수 다진마늘 다진파 고춧가루 참기름 깨 달래 
시래기밥,삶기, 국간장 들기름 쌀콩 황태 육수 달래간장 달래 맛간장 국간장 생사과즙 고춧가루 깨소금 들기름 참기름 
마카로니샐러드,삶기,필수 마카로니 양파 피망 빨강 파프리카 스팸 냉장고의 자투리 채소 활용 소금 후추 설탕 마요네즈 
청국장,삶기, 메주콩 청국장가루 소금 마늘 고춧가루
파스타샐러드,삶기, 후실리 양파 오이 피망 방울토마토 올리브 살라미햄 또는 베이컨 이탈리안 드레싱 
등갈비바베큐폭립,삶기, 등갈비 월계수잎 대파 통마늘 된장 소스 바베큐소스 진간장 올리고당 맛술 케첩 다진마늘 후추 파슬리 
팥삶기,삶기, 팥 물 
감자샐러드,삶기, 감자 햄 당근 양파 계란 마요네즈 죽염 후추
수육,삶기, 아롱사태 양파 무 다시마 부추 
통삼겹살수육,삶기,계량스푼 기준 통삼겹살 양파 대파 마늘 편썰기한 생강 청양고추 미소된장 통후추 청주 
수육삶는법,삶기,넉넉한 통돼지목살 사과 양파 큰거 통마늘 약 수육특제소스 새우젓 레몬즙 올리고당 다진마늘 다진청홍고추 
식빵고구마케익,삶기, 식빵 삶은 고구마 大 생크림 꿀 올리고당 큰 
김치국수,삶기, 소면 육수 김치 계란 당근 참기름 깨 김 밑국물 간장 굵은 소금 가는 소금 맛술 매실청 후추 밑국물 황태머리 멸치 다시마 무 양파 표고버섯 기둥 
고구마크림치즈케이크,삶기, 삶은 고구마 크림치즈 꿀 큰 카카오가루
족발삶기,삶기, 돼지족발미니족 절단 된걸로 다리 간장 종이컵 흙설탕 종이컵 콜라 월계수잎 소주 종이컵 마늘 생강 엄지손가락만큼 백숙삶을때 넣는 한방 
시금치,삶기, 시금치 
돼지고기수육,삶기, 삼겹살수육 두유 월계수잎 원두커피티백 된장 파뿌리 통후추 쌀뜨물 
체리꼬치,삶기, 체리 메추리알 키위 소금 식초 
참나물알리오올리오,삶기, 파스타 참나물 다진마늘 마늘 올리브오일 굴소스 소금후추 모자란간만큼 굵은소금면삶을 때 파마산치즈가루 선택
소라손질,삶기, 소라 먹을만큼
고사리손질,삶기, 고사리 물 
봄동달래국수,삶기, 간장 다시마 멸치육수 올리고당 매실청 고추가루 참기름 통깨 쏭쏭 썬 달래 손바닥 크기 봄동 소면 다시마 멸치육수 
등갈비바베큐폭립,삶기,등갈비 삶기 등갈비 된장 큰 술 생강 대파 양파 후추 톡톡 미림 또는 소주 바베큐 폭립 소스 돈가스 소스 스테이크 소스 케찹 물엿 간장 다진 마늘 후추 톡톡 미림 
꼬막삶는법,삶기, 꼬막 불린쌀 된장 다진마늘 양파 표고버섯 우유 육수 파마산치즈 올리브유 파슬리가루 후추 
딸기피자,삶기, 피자 도우 모차렐라치즈 여린잎채소 딸기 아몬드 크림치즈 연유
전복삶는법,삶기, 전복 먹을만큼
피조개손질,삶기, 피조개 소금 물 소주 
파국수,삶기, 쪽파 간장 다시마멸치육수 매실청 참기름 통깨 가늘고 여린 쪽파 소면 다시마 멸치 육수 
쟁반국수,삶기,쟁반국수 냉면 달걀 양배추 오이 땅콩 쟁반국수 소스 고운고춧가루 고추장 설탕 물엿 식초 레몬즙 진간장 참기름 사과 마늘 
돼지고기수육,삶기, 돼지고기목살 굴소스 청주 통마늘 월계수잎
콩나물밥,삶기, 콩나물 쌀 쪽파 간장 고춧가루 마늘 설탕 깨소금 참기름 매실액 소주 
계란샐러드,삶기, 삶은계란 당근 선택 달래 맛간장 식초 매실청 들기름 
소면삶기,삶기, 소면 
땅콩삶는법,삶기, 땅콩 먹을만큼
홍합손질,삶기, 홍합 먹을만큼
김치말이국수,삶기, 소면 동전만한 크기로 계란 시판 냉면육수 김치국물 송송 썬 김치 오이 설탕 식초 들기름 참깨 
팥삶기,삶기,팥 삶을 팥 필요한만큼 소금 물 설탕 선택
양배추쌈,삶기, 양배추 땡초 대파 간장 물 다진마늘 고춧가루 설탕 참기름 
감자샐러드,삶기, 감자 파프리카 색깔별로 당근 오이 설탕 마요네즈 
수육,삶기,수육 삼겹살 목살 월계수잎 통마늘 대파 통후추 양파 청주 청국장찌개 냉이된장찌개 청국장 냉이 양파 다진마늘 대파 건표고버섯 천연조미료 
돼지불고기,삶기,돼지 불고기 돼지고기 다진마늘 대파 다진생강 깻잎 진간장 설탕 맛술 청주 참기름 후춧가루 
우럭탕수,삶기,필수 우럭 양파 홍피망 청피망 당근 통조림 파인애플 소금 후추 맛술 녹말 식초 설탕 간장 물 녹말 물 
수육삶는법,삶기, 앞다리살 소금 후추 소주 쌀뜨물 파 양파 마늘 월계수잎 풋고추 된장 커피가루
감자샐러드,삶기, 감자 파프리카 양파 당근 소금 후추 마요네즈 꿀 
삼겹살수육,삶기, 통삼겹살 대파 마늘 말린양파껍질 생강 정향 월계수잎 된장 
소고기수육,삶기, 소고기양지 대파 파뿌리 표고버섯꽁지 청주 월계수잎 통마늘 통후추 소금 후추 팽이버섯 쑥갓
다슬기삶는법,삶기, 다슬기 물
백숙,삶기, 삼계탕용 닭 양파 대파 황기 통마늘 수삼 말린표고버섯 대추 
골뱅이삶는법,삶기, 골뱅이 먹을만큼 물 소주 
강된장양배추쌈,삶기,강된장 새송이버섯 청양고추 양파 다진마늘 고춧가루 고추장 된장 물 참기름 
초계면,삶기, 길이의 오이 삶은 국수 닭가슴살 캔 계란 시판용 냉면육수 닭가슴살 국간장 다진 마늘 후추 연겨자 
감자삶는법,삶기,필수 감자 먹을만큼 물 소금 설탕 
문어삶는법,삶기, 무우 녹차 소주 
수육,삶기, 브로콜리 파프리카 양파 수육 아삭이고추 마늘 스리랏차 생간 간장 없으면 맛간장으로 녹말물 참기름 후춧가루 
문어삶는법,삶기, 문어 청주 식초 무 
냉면,삶기,수란만들기 계란 식초 물 냉면 냉면육수 쌀면 오이 소고기 김치 
삼겹살간장수육,삶기, 삼겹살 향신채소 양파 대파 통마늘 통후추 월계수잎 조림할때 맥주 물 간장 
감자삶기,삶기, 감자 설탕 소금 물 냄비
물냉면,삶기, 홈냉면 시판 냉면 육수 물 얼음 고명 채 썬 오이 삶은 계란 채 썬 쌈무 선택 떡갈비 먹을만큼 식초 
돼지고기수육,삶기, 돼지고기 소주 대파 파 뿌리 통후추 월계수잎 된장 듬뿍 양파 
양배추삶는법,삶기, 양배추 식초
돼지고기수육,삶기, 보쌈만들기 돼지고기삼겹살 돼지고기앞다리살 된장 커피 월계수잎 대파 마늘 생강 손톱크기정도 물 고기가잠기게
감자샐러드,삶기, 감자 계란 햄 게맛살 옥수수캔 당근 피클 취향에맞게 오이 취향에맞게 마요네즈 소금 올리고당설탕 후추가루
우유콩국수,삶기, 두부 소면 오이 우유 땅콩버터 참깨 검은깨 소금 
감자삶는법,삶기,감자 삶는 감자 소금 물 
차슈덮밥,삶기, 돼지고기 깻잎 양파 소스만들기 물 맛술 대파 생강 다진마늘 
고사리,삶기, 건고사리 소금
메밀소바,삶기, 레토르트냉모밀 무 구운김 
냉국수,삶기, 중면 멸치육수천연조미료육수 냉면육수 단무지 김가루 통깨 
계란오이샌드위치,삶기, 계란 오이 소금 식빵 마요네즈 연겨자 후추 톡톡
새우샐러드,삶기, 새우 믹스야채 아몬드 작은 맛술 시판용 오리엔탈소스 
닭가슴살삶는법,삶기, 닭가슴살 대파 양파 통마늘 청주 월계수잎 
양배추삶는법,삶기, 양배추 먹을만큼
자루소바,삶기, 소바용 면 쯔유 물 얼음 무 레몬즙 송송 썬 대파혹은 쪽파 생와사비 잘게 썬 김 
오이지국수,삶기, 오이지물김치 냉면육수 달걀 상추 쫄면소면 
옥수수삶기,삶기, 옥수수 물 소금 설탕
감자샐러드,삶기, 찐감자 당근 오이 설탕 소금 찐계란 마요네즈 허니머스터드 
계란초,삶기, 계란 오이 당근 초고추장 통깨 
메밀국수,삶기, 메밀국수 무 쪽파 김 와사비 간장 멸치육수 설탕
감자샐러드,삶기, 감자 당근 오이 양파 계란 소금 후추 마요네즈 모닝빵
콩국수,삶기, 두부 우유 견과류 굵은소금 우무묵채 쫄면 
콩국수,삶기, 두부 우유 견과류 굵은소금 쫄면 우무묵채
양파밥,삶기, 불린쌀 양파 버섯 들기름 소금 장 간장 맛술 다진마늘 참기름 통깨 다진 부추 
마카로니콘샐러드,삶기, 마카로니 통조림콘 피클 마요네즈 먹을만큼 소금 설탕 후추 식초 올리브유 
감자삶는법,삶기, 감자 물 소금 설탕 
두부콩국수,삶기, 두부 물 두부팩 가득채워 약 땅콩버터 설탕 소금 통깨 소면 채 썬 오이 
콩국수,삶기, 불린 국산 백태 메주콩 토판염 천일염 취향껏 메밀면 소면으로 대체 가능 성인남자 오이지 오이로 대체가능 흑임자 없어도 무방 
마국수,삶기, 오이소박이 동치미 국물 송엽청 매실식초 국수 
병아리콩국수,삶기, 불린 병아리콩 오이 토판염 천일염 취향껏 소면 흑임자 없어도 무방 
김치말이국수,삶기, 소면 시판 냉면육수 김치 김치국물 삶은계란 오이 파프리카 설탕 참기름 
콩보관,삶기,햇 콩 보관법 햇콩 소금
감자샐러드,삶기, 감자 달걀 마요네즈 듬뿍 마스카포네치즈 연유 흰후추 파슬리가루 볶은천일염 삶은완두콩 
옥수수삶는법,삶기, 햇옥수수 굵은소금 크게 뉴슈가 
열무김치국수,삶기,육수 식초 매실액 설탕 국간장 깨소금 김치국물 다시육수 무 멸치 다시마 열무김치 고춧가루 설탕 식초 부 삶은계란 얼음 면 소면 
옥수수삶는법,삶기, 찰옥수수 사이다 옥수수가잠길정도 꽃소금 
오이지팥냉칼국수,삶기, 삶은 팥 관묘면 칼국수면 오이지 
쌀콩국수,삶기, 콩가루분말 쌀국수 소금 고명 생다시마 삶은계란
수육삶는법,삶기,기본 알배추 무 보쌈용돼지고기 굵은소금 뉴슈가 쪽파 무김치 생강가루 마늘 고추가루 매실청 올리고당 새우젓 통깨 배추김치 새우젓 액젓 고추가루 설탕 마늘 매실청 수육삶을때 양파 대파 통마늘 통생강 통후추 된장 커피가루 
옥수수삶는법,삶기, 옥수수 굵은소금 물 
참치스터프드에그,삶기, 참치 계란 양파 마요네즈 비트가루 레몬즙 올리고당 허브솔트 
칡냉면,삶기, 칡냉면 냉면육수 오이 달걀삶은것 얼음 깨소금 겨자 따듯한물 
콩국수,삶기, 두부 참깨잣흑임자등 잣 깨 
보쌈삶는법,삶기, 보쌈용 돼지고기 양파 마늘 말린 파뿌리 월계수잎 통후추 된장 소금 소주 맛술 생략 가능
감자삶는법,삶기, 햇감자 소금 설탕 물
족발,삶기, 도드란내가만든순살족발 당귀 계피 통후추 월계수잎 로즈마리 양파 대파 생강 청주 
옥수수삶기,삶기, 찰옥수수 물 설탕 소금 
들깨냉국수,삶기, 생들깨 소면 소금 취향껏
옥수수삶기,삶기, 옥수수 물 옥수수잠길만큼 뉴슈가 소금 
호박잎,삶기,강된장 호박 줄기 양파 청양초 대파 된장 고추장 고춧가루 콩가루 멸치육수 두부 깨소금 참기름 마늘 호박잎 쌈 호박잎 강된장 호박잎 된장국 멸치육수 호박잎 된장 붉은 고추 청양초 마늘 호박잎 쌈밥 호박잎 밥 강된장 
수육삶는법,삶기, 양파 대파흰부분 된장 커피가루 통마늘 앞다리살
거북손,삶기, 거북손 소금 초고추장 와사비
햄에그샌드위치,삶기, 달걀 햄 토마토 식빵 마요네즈 소금 식초 후추가루 
에그샌드위치,삶기, 달걀 마요네즈 식빵 소금 식초 후추가루 
