CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
꽈리고추찜,찜, 꽈리고추 참깨 피시소스 참기름 맛간장 다진마늘 고춧가루 
두부묵은지찜,찜, 두부 묵은지 국멸치 물 김치국물 간장 고추가루 들기름 맛술 다진마늘 매실청 다진파 통깨 
통삼겹살찜,찜, 통삼겹살 월계수잎 무우작은것 양파 대파흰부분 생강 마늘 물 
막걸리빵,찜, 밀가루 막걸리 소금 설탕 소다
돼지고기찜,찜, 돼지앞다리살 배추 파 양파 무
아귀찜,찜, 아귀 미더덕 콩나물 미나리 대파 찹쌀가루 녹말가루 다시물 홍고추 청양고추 다시물 참기름 소금 장 고춧가루 고추장 마늘 생강 갈은양파 간장 설탕 청주 후추 
감귤호빵,찜, 박력분 베이킹파우더 인스턴트드라이이스트 포도씨유 감귤즙 유기농설탕 소금 팥앙금 
명란계란찜,찜, 계란 명란젓 다시멸치 물 다진파 소금 통깨 
호빵,찜, 우리밀 중력분 인스턴트 드라이이스트 소금 비정제황설탕 우유 버터 팥앙금 
고구마샌드위치,찜, 고구마 우유 견과류 건포도 식빵 치즈 마요네즈 꿀이나 올리고당
돼지갈비김치찜,찜, 김치 돼지갈비 멸치 다시마육수 설탕 멸치액젓 국간장 
꽃게찜,찜, 꽃게 콩나물 미나리 부추 레몬
뚝배기계란찜,찜, 계란 햄 대파 홍고추 양파 소금 가츠오부시
가리비찜,찜, 가리비
돼콩찜,찜, 콩나물 돼지고기삼겹이나 목삼겹 고추장 국간장 고추가루 설탕 물엿 다진마늘 후추 대파 양파 청양고추 
취나물밥,찜, 말린 취나물 국간장 들기름 현미쌀 물 장 국간장 들기름 고추가루 다진마늘 다진파 통깨 
매생이계란찜,찜, 계란 물 매생이 새우가루 새우젓 소금 홍고추 
꼬막찜,찜, 꼬막 간장 고춧가루 맛술 생수 설탕 참기름 다진파 다진고추 다진양파 
밀복찜,찜, 복 미더덕 콩나물 미나리 참나물 대파 참기름 고춧가루 고추장 액젓 굴소스 다진마늘 고추냉이 찹쌀가루 후추 
녹차호빵,찜, 박력분 물 드라이이스트 소금 설탕 말차가루 오일 팥앙금 
우럭찜,찜, 우럭 대파 물 양조간장 고춧가루 올리고당 맛술 다진 파 다진 마늘 
오징어순대,찜, 오징어 당면 콩나물 표고버섯 당근 양파 피망 두부
배추만두,찜, 배추 소고기 간것 두부 신김치 소금 후추
야채김치만두,찜, 만두피 묵은지 호박 무 숙주 부추 들기름 다진마늘 
갈비찜,찜, 갈비 연근 작은크기 당근 밤 대추 표고버섯 잣 장 간장 물 배즙 거른 액 양파즙 비정제 황설탕 참기름 다진마늘 대파 흰부분송송 다진것 생강원액 생강즙 후춧가루 
돼지갈비찜,찜, 찜용 갈비 감자 큰크기 베트남고추 대파 물 사과 배 양파 청양고추 갈비데치기 생강 후춧가루 맛술 갈비 고추장 고춧가루 간장 설탕 매실 올리고당 맛술 마늘 생강 
소갈비찜,찜, 갈비 무 당근 대추 잣 배즙 양파즙 간장 요리당 후추 마늘 청주 
단호박찰떡,찜, 찹쌀가루 백설탕 고운소금 단호박가루 물 호박 고명 단호박 백설탕 계핏가루 생강가루 물 
잔멸치배추진밥,찜, 잔멸치 양파 배추잎 밥 참기름 
꼬막찜,찜, 꼬막 간장 고춧가루 설탕 참기름 다진마늘 다진쪽파 통깨 
등뼈김치찜,찜, 돼지 등뼈 김치 대파 흰대 김치 국물 고춧가루 다진마늘 맛술 설탕 통후추 통마늘
초코계란빵,찜, 핫케이크가루 코코아가루 우유 달걀 후리카케 종이컵
매운등갈비찜,찜, 등갈비 양파 마늘 대파 월계수잎 청양고추 고추장 간장 요리당 청주 마늘 후추 
김치고기만두,찜, 돼지고기다짐육 부추 묵은지 두부 배추 숙주 다진마늘 생강가루 후추 달걀 소금 들기름 
조개술찜,찜, 바지락 청주 페페로치니 마늘 다진쪽파 버터 청량고추 홍고추 소금
버섯시래기된장찜,찜, 시래기 애느타리버섯 들기름 물 대파 홍고추 다진마늘 다진파 된장 고추가루 고추장 깨소금 물 
돼지갈비찜,찜, 돼지갈비 무 당근 양파 대추 밤 대파 참기름 검은깨 간장 양파즙 배즙 물엿 흑설탕 다진마늘 다진파 후춧가루 
아귀찜,찜, 아귀 오만디 콩나물 미나리 대파 멸치다시마국물 참기름 통깨 소금 녹말물 찹쌀가루 녹말가루 물 아귀 삶기 된장 대파 통후추 장 진간장 조선간장 고춧가루 맛술 다진마늘 생강가루 멸치다시마국물 
백련초만두호빵,찜, 박력분 백련초가루 따뜻한 포도씨유 인스턴드라이이스트 설탕 소금 만두속 다크초콜릿 
자반고등어찜,찜, 자반고등어 무 대파 양조간장 멸치다시마국물 물 고춧가루 다진 파 다진 마늘 맛술 
밤찜케이크,찜, 밤가루 설탕 소금 베이킹파우더 우유 땅콩 
묵은지김치찜,찜, 묵은지 물 돼지고기앞다리살 카나리액젓 
오곡밥,찜, 찹쌀 검은콩 수수 조 팥 소금 
오곡밥,찜, 쌀 찹쌀 수수 차조 팥 검은콩 소금 
오곡밥,찜, 쌀 찹쌀 검은콩 팥 차조 찰수수 물 녹두 굵은소금 
파프리카계란찜,찜, 파프리카 달걀 소금 다진햄 다진파 슬라이스치즈 케찹 
돼지고기찜,찜, 돼지고기 앞다릿살과 등심 토마토소스 조선간장 와인 올리브유 생강 마늘 홀그레인 머스터드소스 고추장 고춧가루 조청 후추
등갈비찜,찜, 등갈비 고추장 고추가루 간장 요리당 청주 마늘 후추 
갈비찜,찜, 소갈비 간장 쌀조청 매실청 다진마늘 생강술 참기름 후추
쑥빵,찜, 쑥 소세지 밀가루 베이킹파우더 올리브유 설탕 
고등어김치찜,찜, 고등어 신김치 대파 양파 청양고추 다진마늘 맛술 올리고당 국간장 멸치육수 
전복해물찜,찜,찜 전복 동태 대하 오징어 바지락 미더덕 콩나물 대파 청양고추 육수 동태머리 양파 대파 북어포 멸치 다시마 새우 동태 밑간 소금 후추 청양고춧가루 고춧가루 다진마늘 미림 해물다시다 참기름 전분 
꽃게찜,찜, 꽃게 콩나물 미나리 부추 레몬
쑥버무리,찜, 쑥 멥쌀 물 무슈구슈 소금 
등뼈김치찜,찜, 등뼈 김치 마늘 고추가루 
등갈비김치찜,찜, 등갈비 김치 멸치육수 김치국물 고춧가루 참기름 국간장 매실청 다진마늘 소금 
달래달걀찜,찜, 달걀 멸치다시육수 함초푸드 청주 달래 홍고추 
단호박찌는법,찜, 단호박 물 
갈비찜,찜, 한우갈비 감자 양파즙 유자론 유자청 조선간장 대파 약초조청 
돼지갈비찜,찜, 돼지갈비 청양고추 쪽파 양파 진간장 흑설탕 매실 후춧가루 통깨 다진마늘 물 
돼지고기가지찜,찜, 가지 돼지고기 앞다릿살 마늘 오레가노 소금 소스 다시물 양파 굴소스 녹말가루 
치즈설기떡,찜,떡배합 소금간한 맵쌀가루 백설탕 필라델피아 크림치즈 우유 중간켜 필라델피아 크림치즈 건열대과일 물 백설탕 레몬정과 레몬 백 물엿 무스 한천가루 물 백설탕 소금 백 물엿 청포녹말 미지근한 물 
무지개떡케이크,찜, 멥쌀가루 단호박가루 딸기가루 쑥가루 검정깨가루 물 장식 백앙금 물엿 백련초가루 말차가루 설탕 소금 
황태찜,찜, 황태 밤 대추 당근 간장 물 배 간것 양파 간 것 매실엑기스 다진마늘 다진파 생강 다진 것 
떡,찜, 멥쌀 물 포도씨유 쑥가루 단호박 가루 백련초 가루 코코아 가루 검은깨 가루 설탕 참기름
매운돼지갈비찜,찜, 돼지갈비 양파 감자 당근 양파 배 대파 마늘 마른고추 청양고추 고춧가루 간장 매실액 참기름 핫소스 미림 후추
김치지짐,찜, 묵은지 된장 통깨
묵은지등갈비찜,찜, 등갈비 김치 멸치육수 물 김치국물 다진마늘 고추가루 생강술 김치국물 김치밑간 김치국물 설탕 참기름 
전복찜,찜, 전복 새우 미더덕 모시조개 찜용 콩나물 미나리 홍고추 청양고추 녹말물 고춧가루 고추장 다진파 다진마늘 간장 맛술 설탕 참기름 생강즙 후추 
삼색떡케이크,찜, 멥쌀가루 단호박가루 딸기가루 물 장식 멥쌀가루 물 백련초가루 쑥가루 설탕 소금 
석류떡케이크,찜, 멥쌀가루 석류즙 쑥가루 물 설탕 소금 카네이션 장식 멥쌀가루 물 백련초 가루 쑥 가루
등갈비김치찜,찜, 등갈비 김치 김치국물 다시마 양파 청양고추 맛술 식용유 부추 물 등갈비삶기 통후추 소주 생강 물
꽈리고추찜,찜, 꽈리고추 찹쌀가루 양조간장 조선간장 고춧가루 다진마늘 부추 통깨 참기름 
애호박찜,찜, 애호박 양조간장 조선간장 고춧가루 부추 다진 마늘 통깨 참기름 
떡케이크,찜, 찹쌀가루 소금 백설탕 오디쨈 카스테라가루 
꽁치김치찜,찜, 꽁치캔 묵은지 감자 대파 김칫국물 쇠고기다시마육수 국간장 
돼지고기가지찜,찜, 가지 돼지고기 앞다리살 돼지고기 오레가노 마늘과 생강 소금 참기름 간장소스 조선간장 붉은 와인 블루베리 마늘청 로즈베리 
대나무통밥,찜, 찹쌀 수수쌀 대나무통 대추 밤 은행
묵은지등갈비찜,찜, 등갈비 묵은지 양파 대파 홍고추 멸치육수 양파 대파 월계수잎 통후추 청양고추 고춧가루 올리고당 설탕 맛술 마늘 참기름 후추 생강가루
간장찜닭,찜, 닭 감자 중 당근 양파 대파 청양고추 통마늘 당면 간장물흑설탕 올리고당 소금 후추 
돼지등뼈찜,찜, 돼지등뼈 감자 양파 대파 청양고추 마늘 깻잎 매운 갈비찜 소금 후추 간장 
크래미계란찜,찜, 계란 크래미 영양부추 물 소금 후추 
자반고등어찜,찜, 자반고등어 파 청량고추 다진마늘 고춧가루 물 
멸치깻잎찜,찜, 깻잎 잔멸치 다진파 홍고추 다진양파 간장 물 올리고당 고추가루 
송편,찜, 송편 패키지 딸기가루 단호박가루 뜨거운물 참기름 포도씨유 참깨 황설탕 
돼지갈비찜,찜, 돼지갈비 밤 당근 대추 정도 통깨 간장 요리당 매실 마늘 양파 배 대파 청양고추 정도 후춧가루 
송편,찜, 멥쌀가루 포도 쑥가루 치자 소금 깨소금 유기농황설탕 
송편,찜, 송편 빨강파프리카 기름 오미자청 발사믹식초 
송편,찜, 송편 라이스페이퍼 따뜻한물 기름 허니머스타드 연겨자 간장
카스테라경단,찜, 쌀가루 앙금 카스테라 설탕 소금
가자미찜,찜, 가자미 대파 간장 물엿 생강즙 마늘 후추 참기름 통깨
닭가슴살찜닭,찜, 닭가슴살 홍합 매운고추 양파 애호박 당근 양송이버섯 청양고추 미림 후추 물전분 다싯물 간장 굴소스 설탕 참기름 통깨 다진마늘 
계란찜,찜, 달걀 멸치육수 조미김 물 다시멸치 마른다시마 가스오부시 새우젓 참기름 생강술 소금 통깨 후추 마늘가루 
약밥,찜, 찹쌀 밤 대추 은행 잣 간장 흑설탕 참기름 계피가루
소갈비찜,찜, 소갈비 대파 당근 감자 통마늘 소주 매실엑기스 간장 설탕 마늘 후춧가루 배즙 양파간것
뚝배기달걀찜,찜, 달걀 물 대파 소금 새우젓 맛술 
파프리카계란찜,찜, 파프리카 계란 자투리채소 캔햄 다진마늘 물 
귤호빵,찜, 강력쌀가루 박력분 귤즙 인스턴드라이이스트 설탕 소금 포도씨유 백앙금 초콜릿 
계란찜,찜, 달걀 물 당근 파 소금 
단호박빵,찜, 핫케익가루 우유 계란 단호박 초코칩 슬라이스아몬드
계란찜,찜, 계란 잔파 소금 새우젓 쪽파 고추가루 참기름 통깨 
떡케익,찜, 맵쌀가루 찹쌀가루 우유 코코아가루 해바라기씨유 딸기초코팬 블루베리크런치 황설탕 고운소금 아몬드가루 설탕 다크커버처 초콜릿 생크림 올리고당 마카롱 
돼지갈비찜,찜, 돼지갈비 양파 키위 대파 양파 통마늘 물 맛술 생강소스 올리고당 맛간장 다진마늘 굴소스 후춧가루 
돼지등뼈찜,찜,돼지등뼈 삶기 돼지등뼈 무 청양고추 된장 고춧가루 사과 양파 청양고추 설탕 참기름 깨소금 꽃소금 간장 
돼지고기배추찜,찜, 배추 돼지고기 말린표고버섯 새우젓 국간장 마늘 맛술 찹쌀가루 후추
생선찜,찜, 생선 대파 식용유 간장 맛술 설탕 물 
김치만두,찜, 김치 돼지고기 두부 당면 숙주나물 달걀 다진파 만두피 다진마늘 소금 후춧가루 참기름
LA갈비찜,찜, 시판냉동갈비 감자 당근 은행 대추 표고버섯 
조랭이떡소갈비찜,찜, 찜갈비 배 양파 무우 당근 다진마늘 조랭이떡 간장 후추 설탕 참기름
매운갈비찜,찜, 돼지갈비 통마늘 파뿌리 고추씨 고춧가루 진간장 국간장 설탕 다진마늘 배양파즙 청주 후추 
김치찜,찜,만두속 묵은지 한불고기 양파 호박 버섯 무 당근 봄동 청양고추 홍고추 호박 떡국떡 멸치다시마육수 불고기 간장 자두액 다진마늘 맛술 양파즙 배사과 참기름 후추 통깨 대파 김치찜 고춧가루 국간장 미림 다진마늘 후춧가루 
묵은지등갈비찜,찜, 묵은지 등갈비 등갈비삶을때 양파 콜라비 통마늘 생강 소주 된장 정향 대파뿌리 고춧가루 물엿 미림 
김치고기만두,찜, 김치 숙주나물 단단한 두부 대파 마늘 소고기 돼지고기 왕만두피 밀가루 물 소금 후추 참기름 
오징어콩나물찜,찜, 오징어 콩나물 가래떡 소세지 간장 매실청 다진마늘 고춧가루 고추장 올리고당 참기름
등갈비김치찜,찜, 등갈비 김치 마늘 대파 청양고추 김치국물
서대찜,찜, 서대 깨소금 간장 생강즙 청주 설탕 물엿 물 
갈비찜,찜, 소갈비 단호박 감자 조선간장 마늘 유자청 후추 파 키위 들기름 검정콩 메주콩 
고기떡찜,찜, 산적고기 가래떡 물 다진 파 다진 마늘 맛간장 후추 참기름 올리고당 
전복찜,찜, 한우갈비 전복 계란지단 잣가루 잔파 월계수잎 통후추 대파 인삼 대추 당근 마늘 무 시판갈비
돼지갈비찜,찜, 돼지갈비 양파 당근 밤 홍고추 물 간장 대파 다진마늘 다진생강 설탕 청주 후춧가루 
오곡밥,찜, 쌀 검은콩 팥 수수 차조 기장 소금 밥물팥 삶은 물쌀뜨물 
오곡밥,찜, 찹쌀 조 흑미 콩 수수 팥 물 팥 삶은 물 소금 
동태찜,찜, 동태 홍고추 청양고추 무 양파 고추가루 다진마늘 미림 생강 술 간장 멸치액 설탕 참기름 후추가루 물 
약밥,찜, 찹쌀 종이컵 기준 물 견과류 계피가루 흑설탕 간장 참기름 소금 
계란찜,찜, 계란 가스오부시 소금 간장
돼지갈비찜,찜, 돼지갈비 감자 고구마 당근 떡 밤 은행 양파 고기 삶을 때 간장 통후추 월계수잎 대파나양파 간장 맛술 매실 설탕 다진마늘 다진파 다진양파 물 
브로콜리달걀찜,찜, 달걀 다진브로콜리 우유 다시마육수 멸치액젓 소금 
홍합찜,찜, 홍합 소주또는 와인 마늘 냉장고속야채 후추 버터 레몬즙
소갈비찜,찜, 소갈비 콜라 무 당근 밤 은행 통깨 고추 대파 간장 우스타소스 시판 소갈비찜장 매실액 설탕 다진마늘 생강물 깨 참기름 양파 키위 
뚝배기계란찜,찜, 계란 대파 청홍고추 소금 
전복갈비찜,찜, 갈비 전복 계란 밤 대추 은행 소스 배 양파 꿀 맛술 간장 다진마늘 참기름 꿀 생강 후추
고등어묵은지김치찜,찜, 묵은지 캔고등어 양파 대파 홍고추 참깨 다시마육수 김치국물 고춧가루 간장 다진마늘 생강즙 맛술 
계란찜,찜, 특계란 멸치 육수 정도 파 소금 후추 
뚝배기계란찜,찜, 달걀 가쓰오부시육수 파 고추 깨소금 
매운등갈비찜,찜, 등갈비 감자 고추장 매실액기스 맛술 다진마늘 생강 대파 고춧가루 물엿 
안동찜닭,찜, 닭 당근 감자 청양고추 간장 물 다진마늘 미림 물엿 후추 대파
깻잎찜,찜, 깻잎 양파 당근 청양고추 만능간장 물 고추가루 매실청 설탕 통깨 다진파 마늘 참기름 
묵은지계란찜,찜, 묵은지 달걀 들기름 물 쪽파 
돼지고기가지찜,찜, 가지 돼지고기 청양고추 빨간 파프리카 노란 파프리카 양파 대파 소금 후춧가루 참기름 전분가루 간장소스 간장 청주 물엿 
자반고등어찜,찜, 자반고등어 양파 청양고추 고춧가루 맛술 다진마늘 다진생강 물
계란찜,찜, 계란 쪽파 미림 젓갈 우유 
닭찜,찜, 닭 찐감자 대파 양파 마늘 생강 건고추 청양고추 물 간장 설탕 소금 청양고추가루 맛술 후추 참기름
소갈비찜,찜, 갈비 사태 감자 당근 대추 청양고추 대파 간장 맛술 설탕 올리고당 소금 양파즙 마늘 배즙 물 
생선완자찜,찜, 동태포 약 대구살로 대체가능 당면 약 당근 약 양파 약 파 약 양파 약 계란 흰자 감자전분 어른밥수저기준
달걀찜,찜, 계란 다시마육수 쪽파 액젓 미림
연잎밥,찜, 연잎 찹쌀 멥쌀 팥 강낭콩 잡곡 밤 대추 소금 
송편,찜, 쌀 백년초가루 단호박가루 녹차가루 송편 소금 참기름
북어양념찜,찜, 말린 북어 쌀뜨물 적양파 청피망 홍피망 통깨 고추장 고추장 간장 참기름 청주 다진마늘 물엿 
호박선,찜, 애호박모양이 곧은 것 소고기 절임용 소금 호박선 양파 작은 것 실고추 표고 다진마늘 쪽파 홍고추 간장 소금 후추 깨소금 참기름 매실효소 간장 양조간장 식초 설탕 물 
새우계란찜,찜, 순두부 새우 계란 양파 당근 
단호박계란찜,찜, 단호박 작은 것 달걀 두부 소금 파 당근 깨소금 
새우계란찜,찜, 순두부 새우 계란 양파 당근 물
새우계란찜,찜, 순두부 새우 계란 물 양파 당근
연잎밥,찜, 연잎 불린찹쌀 불린잡곡 물 소금 강낭콩 잣 밤 호두 대추 은행 
사과갈비찜,찜, 돼지갈비 당근 감자 배 양파 은행 밤 파프리카 브로콜리 간장 설탕 물엿 마늘 대파 생강술 굴소스 매실청 사과 
호박꽃만두,찜, 호박꽃 찹쌀가루 만두소 소고기 돼지고기 쪽파 양파 두부 계란흰자 참기름 후추 간장 소금 깨 
새우젓계란찜,찜, 계란 물 다진파 새우젓 참기름
가리비찜,찜, 가리비 정종 초장
계란찜,찜, 달걀 물 대파 초록부분 정도 소금 새우젓 청주 
완자김치찜,찜, 김치 대파 들기름 다시마육수 돼지고기 대파 두부 표고버섯 당근 쪽파 다진마늘 소금 후춧가루 참기름
무들깨찜,찜, 무 들기름 다진마늘 소금 물 들깨가루 국간장 
계란찜,찜, 계란 파 당근 소금 
우유호빵,찜,호빵 강력 쌀가루 인스턴트드라이이스트 베이킹파우더 설탕 소금 식용유 우유 우유크림 우유 설탕 박력분 전분가루 버터 바닐라 에센스 
약밥,찜, 찹쌀 밤 렌틸콩 참기름 물 계피가루 진간장 흑설탕 
돼지고기김치찜,찜, 묵은김치 돼지고기 정도 양파 다진 마늘 간장 고춧가루 정종 된장 매실액기스 커피 멸치 새우가루 
영양밥,찜, 현미 서리태 팥 호박고구마 밤고구마
민어찜,찜, 민어 쪽파 간장 고추가루 다진마늘 생강즙 청주 후추 참기름 설탕
꽁치찜,찜, 묵은지 꽁치 생수김치가 잠길정도로 실파 김치국물 된장 
두부계란찜,찜, 계란 두부 당근 파 참치 진액 
닭가슴살말이,찜, 닭가슴살 스트링치즈 고구마 김치 데리야끼소스 케찹 물 
훈제오리단호박찜,찜, 오리훈제 단호박 브로콜리 붉은 피망 노란 피망 치즈 당근 머스터드 소스 식초 매실액기스 진간장 멸치 육수 맛술 검은깨 
삼겹살김치찜,찜, 묵은지 배춧잎 정도 삼겹살 파 간장 
등갈비김치찜,찜, 등갈비 김치 육수 파 장 멸치액젓 고추가루 간청양고추 간마늘 간배 물엿 설탕 청주 후추 육수 물 맥주컵 북어 국물용 멸치 파 다시마
묵은지찜닭,찜, 묵은지 닭 고구마 청양고추 어른 밥수저 기준 고추장 고추가루 간장 올리고당 매실액 설탕 다진마늘 청주 후추가루 
굴찜,찜, 석화 물 초고추장
홍게찌는법,찜, 홍게
매운갈비찜,찜, 돼지갈비 양파 감자 김치 청양고추 대파 고춧가루 간장 물엿 참기름 깨 다진마늘 사과 
유자호빵,찜, 유자청 설탕 강력쌀가루 따뜻한물 인스턴드라이이스트 베이킹파우더 소금 식용유 필링 팥앙금 초콜릿 
고등어김치찜,찜, 고등어 김치 풋고추 대파 다진마늘 다진생강 김칫국물 맛술 다시국물 들기름 
보쌈,찜, 돼지고기 양파 대파파뿌리도 있으면 추가 무 홍고추 통마늘 통후추 월계수잎 된장 소주 커피알갱이 
단호박찜,찜, 단호박 오리훈제 치즈 
묵은지등갈비김치찜,찜, 등갈비 김치 양파 무 월계수잎 대파 통후추 까나리액젓 고춧가루 
돼지갈비찜,찜, 돼지고기 당면 밤 무 파프리카 대파 떡국떡 당면 돼지갈비
소갈비찜,찜, 소갈비 대파 무 당근 장 간장 설탕 맛술 다진 마늘 후추 참기름 양파 
돼지고기찜,찜, 돼지고기 삼겹살 소나무가지 새우젓 장
단호박계란찜,찜, 단호박 우유 계란 맛술 소금 
등갈비찜,찜, 등갈비 표고버섯 대파 떡볶이 떡 청양고추 월계수잎 쌈장 시판용 매운갈비 
뚝배기계란찜,찜, 계란 다시마 육수 물 참치액 소금 설탕 참기름 대파 
고기만두,찜, 만두피 소고기 건표고버섯 애호박 두부 청양고추 달걀 다진파 다진마늘 간장 소금 설탕 후춧가루 생강술 
꽈리고추찜,찜, 꽈리고추 밀가루 간장 숟가락 고춧가루 숟가락 다진마늘 숟가락 참기름 통깨
호빵,찜, 박력분 설탕 소금 이스트 물 오일 팥앙금 정도
등갈비김치찜,찜, 등갈비 김치 김치국물 멸치국물 국간장 다진양파 배쥬스 간장 국간장 고춧가루 청주 다진마늘 설탕 물엿 청양고추 다진생강 후춧가루 
파프리카달걀찜,찜, 무 파프리카 소금 콩기름 깨소금 마늘 
치즈찜닭,찜, 닭 감자 작은거 큰건 양파 청양고추 파 물에 불린당면 피자치즈 물 간장 맛술 청주 설탕 물엿 다진마늘 후춧가루 
묵은지등갈비찜,찜, 신김치 등갈비 만원어치 대파 
가리비와인찜,찜, 가리비 마늘 생강 화이트 와인 포도시유 
오곡밥,찜, 찹쌀 차조 서리태 팥 수수 콩 천일염
강황밥,찜, 쌀미지근한 물에 불린 물 강황물 강황물 강황가루 물 
매운등갈비찜,찜, 등갈비 양파 대파 팽이버섯 감자 불린당면 물 깻잎 월계수잎 청양고추 고기데치기용 물 고추장 고춧가루 간장 연잎효소 후추 다진마늘 참기름 
총각김치찜,찜, 총각김치 멸치다시마육수 청국장 들기름 
오곡밥,찜,오곡밥 찹쌀 수수 조 굼뱅이돈보 붉은팥 병아리콩 물 소금 설탕
돼지갈비찜,찜, 돼지갈비 당근 양파 대파 간장 물엿 소주 다진 마늘 간 양파 후추
등갈비김치찜,찜, 등갈비 묵은지 대파 양파 홍삼액 통마늘 참기름 물 핏물제거용 물 고기 데치기용 물 간장 매실청 맛술 고운 고춧가루 후추 
호떡,찜, 밀가루 막걸리 냉동딸기 소금 식용유 팥 설탕 소금 조청 물 
등갈비찜,찜, 등갈비 표고 알감자 당근 통마늘 무 대파뿌리 간장 홍삼액 매실청 올리고당 물 
콩나물어묵찜,찜, 콩나물 어묵 미나리 양파 대파 설탕 고추가루 맛술 간장 다진마늘 녹말 물 
돼지갈비찜,찜, 돼지갈비 배 양파 간장 다진마늘 소주 매실 설탕 참기름 
톳나물밥,찜, 톳나물 백미 물 양조간장 고춧가루 다진파 다진마늘 참기름 깨소금 
매운등갈비찜,찜, 등갈비 월계수잎 통후추 떡볶이떡 감자 사과 양파 고추장 고춧가루 맛술 다진마늘 다진생강 굴소스 간장 매실 올리고당 
등갈비찜,찜,등갈비삶기 등갈비 마늘 양파 생강 양파 배 사과 다진마늘 간장 후추 참기름
뚝배기계란찜,찜, 달걀 양파 가스오브시 소금 후추 
묵은지돼지고기김치찜,찜, 김치 돼지고기 대파 청량고추 장 고춧가루 간 생강 멸치 액젓 참치 액젓 참기름 간 배 물엿 설탕 후추 간 청양고추 간 마늘 
밥통카스테라,찜, 핫케익믹스 반 달걀 우유 오일 
보리굴비,찜, 보리굴비 쌀뜬물 찜기 검은깨
깻잎찜,찜, 깻잎 다진마늘 다진파 고춧가루 설탕 청주 참기름 멸치국물 
아구찜,찜, 아구 주꾸미 일자콩나물 미나리 대파 미더덕 다시마물 참기름 통깨 녹말물 장 고춧가루 설탕 마늘 생강 소금 간장 
도미찜,찜, 도미 청주 파채홍고추 뜨거운식용유 오리엔탈소스
달걀찜,찜, 달걀 육수 소금 
오징어순대,찜, 오징어 찹쌀밥 부추 다진마늘 조선간장 소금 표고버섯 부침가루 달걀 청양고추 후춧가루 참기름 밀가루 
홍게찜,찜, 홍게 파프리카 양파 부추 모짜렐라치즈 따뜻한밥 맛술 기름
콩나물코다리찜,찜, 코다리 콩나물 느타리버섯 미나리 양파 대파 청양고추 전분가루 물 참기름 고추장 간장 고춧가루 올리고당 청주 다진마늘 생강가루 후추 
사과케이크,찜, 사과 핫케익가루 달걀 계피가루 버터 베이킹파우더 
전자렌지계란찜,찜, 계란 물 소금 다진마늘 대파
돼지갈비찜,찜, 돼지갈비찜용 간장 배 양파 당근 감자 생강 조청 마늘 
톳밥,찜, 톳 쌀
해물달걀찜,찜, 달걀 날치알 대파 오징어 알새우 물 작은 양파 파뿌리 무 소금 
명란젓계란찜,찜, 명란젓 계란 파 새우젓 
묵은지등갈비김치찜,찜, 등갈비 묵은지 물 올리브오일 
오만둥이콩나물들깨찜,찜, 오만둥이 콩나물 청양고추 양파 당근 대파 들깨가루 전분가루 후추 참기름 다진마늘 다진생강 집간장 맛술 고춧가루 다시마멸치 요리당
야채빵,찜, 핫케이크가루 당근 시금치 건포도 우유 계란 스프링클
꽈리고추찜,찜, 꽈리고추 밀가루 간장 고추가루 매실액 깨소금
등갈비찜,찜, 등갈비 당근 감자 파 통깨 물 고기삶는물 월계수잎 대파 통후추 생강 등갈비 사과 배 양파 양조간장 설탕 후추 생강 마늘 
등갈비김치찜,찜, 등갈비 배추김치 김칫국물 다진마늘 맛술 대파 홍고추 물 
알감자샐러드,찜, 알감자캔 후랑크 소시지 오이 당근 플레인 요구르트 파슬리 가루 식빵 마요네즈 백후추 맛소금 
돼지고기김치찜,찜, 돼지고기 김치 멸치 다시물 청주 고춧가루 다진마늘 설탕 국간장 대파 
쪽갈비찜,찜, 쪽갈비 표고버섯 양파 대파 밤 대추 버섯 감자 매실액 마늘 돼지갈비장
찜닭,찜, 닭 당면 당근 감자 파 마늘 양파 팽이버섯 양배추 간장 마늘 물 설탕 호박조총 깨
밥솥약밥,찜, 찹쌀 대추 호두 밤 건포도 대추물 흑설탕 진간장 참기름 계피가루 
꽈리고추찜,찜, 꽈리고추 밀가루 진간장 마늘 고춧가루 통깨 참기름 연두 
단호박견과류찜,찜, 단호박 견과류 계피가루 올리고당 
통밀만두,찜,만두피 통밀가루 도토리가루 만두소 두부 렌틸콩 각종야채 소금 후추 마늘가루
밥솥등갈비김치찜,찜, 등갈비 묵은지 다진마늘 진간장 고추가루
두부찜,찜, 두부 계란 다진돼지고기 당근 양파 시금치 버섯 등의 채소
홍합콩나물찜,찜, 홍합 미더덕 멸치다시마 육수 콩나물 대파 양파 미나리 홍고추 청양고추 전분가루 홍합간 된장 장 간장 고춧가루 다진마늘 들기름 참기름 매실청 까나리액젓 미림 
돼지고기김치찜,찜, 묵은지 돼지고기 양파 대파 마늘 김치국물 매실 고추가루 소주 
쑥버무리,찜, 쑥 크게 멥쌀가루 설탕 소금 
김치등갈비찜,찜, 배추김치 장 월계수잎 등갈비 간장 굴소스 고추가루 다진마늘 올리고당 매실액 후추 
간장찜닭,찜, 당면 볶음탕용 닭 감자 당근 양파 건 고추 시금치 카라멜색소 간장 다진 마늘 물엿 설탕 물 아기 컵 소주
