CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
오징어파말이,데치기, 점보 오징어 잔파 맛술 식초 초고추장 고추장 식초 설탕 
부추강회,데치기, 부추 새우 마리 소금 맛술 초고추장 고추장 사과 식초 올리고당 황설탕 레몬즙 깨소금 
오징어쪽파강회,데치기, 오징어 쪽파 당근 피망 
한치숙회,데치기, 한치 데칠 물 오징어잠길정도 소금 초고추장 고추장 매실액 식초 설탕 참깨 톡톡
바나나찰떡,데치기, 찹쌀가루 바나나 카스테라 천연바닐라향 찹쌀가루 바나나 카스테라 
브로콜리데치기,데치기, 브로콜리 식초 소금 초고추장 
오징어돌나물샐러드,데치기, 오징어 돌나물 샐러드채소 양파 갈은마늘 통깨 초고추장 고추장 설탕 식초 
콩나물겨자채,데치기, 콩나물 오징어 몸통 칵테일새우 파프리카 겨자소스 연겨자 매실액 꿀 식초 
쭈꾸미쪽파강회,데치기, 쭈꾸미 쪽파 굵은소금 
전복손질,데치기, 전복 물 넉넉히 초고추장 넉넉히
오징어숙회,데치기, 오징어몸통 미나리 파프리카 소금 초고추장 고추장 매실청 식초 다진 마늘 깨소금 
파강회,데치기, 실파 초고추장
꼬막데치기,데치기, 꼬막 진간장 식초 썬 파 다진마늘 홍고추 청양고추 참기름 매실액 맛술 생강즙 
곰피,데치기, 곰피 물
브로콜리,데치기, 브로콜리 물
두릅손질,데치기, 두릅 소금
두릅초회,데치기,두릅초회 두릅 고추장 설탕 사과식초 
미나리오징어숙회,데치기, 오징어 미나리 정도 소금 초고추장 
오징어미나리강회,데치기,필수 오징어 미나리 빨간파프리카 노란파프리카 오이 초고추장 
치킨김밥,데치기, 치킨 밥 김밥김 참기름 맛소금 맛살 햄 우엉 시금치 나물 우엉조림 식초 간장 맛술 물엿 
오징어데치기,데치기, 오징어 식초 
쪽파나물,데치기, 쪽파 맛소금 들기름 또는 참기름 깨소금 취향껏
쭈꾸미숙회,데치기, 주꾸미 밀가루 쪽파 초고추장 
쪽파강회,데치기, 쪽파 굵은소금 초고추장 초고추장 고추장 식초 설탕 올리고당 사이다 
파강회,데치기, 쪽파 
채소샐러드,데치기, 샐러드 채소 이상 중간 볼 소스 마요네즈 할라피뇨 설탕 참기름 특제 양파간장 
브로콜리사과샐러드,데치기, 사과 브로콜리 베이컨 양파 플레인요거트 소금 후춧가루 
오징어쪽파강회,데치기, 쪽파 맛살 오징어 몸통 초고추장 고추장 식초 설탕 다진 마늘 참기름 통깨 
표고버섯숙회,데치기, 표고버섯 초고추장 초고추장만드는법 고추장 식초 설탕 올리고당 사이다 
수란,데치기, 달걀 베이컨 양송이버섯 파 소금 후추 올리브유 수란 삶기용 물 식초 
두릅손질,데치기, 두릅 소금 식초 초고추장 
고구마크로켓,데치기, 찐 고구마 큐브 치즈 옥수수 콘 속 양파 피망 파프리카 마요네즈 허니 머스터드 소금 후춧가루 튀김옷 빵가루 식용유
뉴욕핫도그,데치기, 쟌슨빌소세지 핫도그빵 옐로우머스타드 취향껏 케찹 취향껏 양파 피클 
양배추쌈,데치기, 양배추 식초 쌈장
아몬드토마토숙,데치기, 완숙토마토 다진 아몬드 올리브유드레싱 올리브유드레싱 올리브유 식초 설탕 매실즙 소금 
샤브샤브샐러드,데치기, 돼지고기 목살 슬라이스 샐러드용채소 토마토 샤브샤브 육수 물 쯔유 후추 참깨드레싱 만들기 참깨 간장 맛술 식초 꿀 참기름 다진마늘 후추 물 
다시마두릅말이,데치기, 쌈다시마 두릅 미나리 적황 파프리카 초고추장 
오징어숙회,데치기, 오징어 
두릅초회,데치기, 참두릅 굵은소금 초장 
브로콜리손질,데치기, 브로콜리 굵은소금 식초
오징어숙회,데치기, 오징어 브로콜리 두부 무 두부 한모 크기 땡초 다진 마늘 밥 숟가락 초장 밥 숟가락 생와사비 까나리액젓 설탕 
미나리강회,데치기, 미나리 파프리카 오징어
가리비오이샐러드,데치기, 비단가리비 오이 노랑 파프리카 빨강 파프리카 양파 어린잎 간장 설탕 올리브유 발사믹식초 연와사비 
토마토콩국물샐러드,데치기, 토마토 서리태콩국물 올리브오일 화이트발사믹식초 발사믹크림 바질
