CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
동태치즈볼,튀김, 동태살 고추 파프리카 다진마늘 계란노른자 다진양파 밀가루 녹말가루 빵가루 튀김가루 빵가루 파마산치즈가루 파슬리가루 모짜렐라치즈 소금 후추 
고구마빠스,튀김, 고구마 설탕 식용유 
칠리새우,튀김, 중새우 대파 마늘 샐러리양파당근등으로 대체가능 토마토케첩 설탕 식초 육수 전분 밀가루 식용유 고추기름 
포테이토,튀김, 쇠고기 다진거 다진양파 체다치즈 파슬리가루 튀김용오일 마늘가루 냉동감자칩 시판용칠리소스
어묵,튀김, 동태 오징어 당근 양파 청양고추 홍고추 다진마늘 맛술 소금 설탕 후추 밀가루 계란흰자 전분가루 
치즈고추튀김,튀김, 퍼펙토 고추 갈은 돼지고기 갈은 소고기 치즈 밀가루 튀김가루 식용유 데리야끼소스 기호에따라 고기 다진 파 다진 당근 다진 마늘 간장 설탕 후추 참기름 달걀 
고구마칩,튀김, 호박고구마 튀김기름 설탕물 물 설탕 부 묻힘용 설탕 
닭봉치킨,튀김, 닭봉 닭날개 땅콩 호두 밑 간 계란 카레가루 녹말가루 칠리파우더 장 고추장 간장 케찹 물엿 맛술 다진마늘 갈은양파 설탕 다진파 배즙 
소고기탕수육,튀김, 육우우둔살 빵가루 양파 다진파 다진마늘 달걀 청주 소금 후추 녹말가루 탕수육소스 양파 자색양배추 당근 꽈리고추 물 간장 식초 설탕 녹말물 
치킨샐러드,튀김, 닭가슴살 양상추 새싹 녹말가루 달걀 튀김가루 올리브유 포도씨유 고기밑간 소금 후춧가루 머스터드소스 마요네즈 머스터드소스 핫소스 꿀 식초 
소면말이새우튀김,튀김, 새우 소면 튀김가루나밀가루혹은녹말가루 새우 밑간 화이트와인 혹은 맛술 후추 소금 타르타르 소스 마요네즈 머스터드 삶은 달걀 다진 오이피클 다진양파 다진 파슬리 레몬즙 우유 소금 흰후춧가루없으면 그냥 후추 
아귀튀김강정,튀김, 아귀 전분 튀김기름 고추장 두반장 설탕 매실액 고추가루 간장 다진마늘 소금 참기름 
호박고구마튀김,튀김, 호박고구마 라이스페이퍼 꿀 연유 시나몬가루 슈가파우더 
