CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
두부조림,조림, 두부 달래 들기름 간장 고춧가루 설탕 참기름 통깨
감자조림,조림, 감자 다시마 물 고추가루 간장 다진마늘 물엿 들기름 식용유 깨
새송이장조림,조림, 새송이버섯 간장 물 참기름 마늘 올리고당 대파
두부양념조림,조림, 두부 양파 대파 청양고추 홍고추 물 고추장 고춧가루 다진마늘 진간장 올리고당 
두부조림,조림, 두부 대파 간장 굴소스 다진마늘 설탕 참기름 물 후추 통깨
소고기장조림,조림, 소불고기 대파 월계수 통후후 간장 청주 설탕 매실청 올리고당 생표고 마늘 청양고추 참기름 
식빵애플파이,조림, 사과 설탕 계핏가루 식빵 
두부조림,조림, 두부 달래 고춧가루 올리고당 매실청 양조간장 들기름 주르륵 참깨 솔솔
코다리조림,조림, 코다리 양파 청양고추 홍고추 대파 멸치 다시마 육수 장 고춧가루 간장 맛술 다진 생강 다진 마늘 올리고당 매실청 후춧가루 참기름 
양지머리장조림,조림, 양지머리 간장 마늘 설탕 매실청 청주
고등어조림,조림, 고등어 무 마늘 대파 고춧가루 진간장 소금 생강견과 
만능간장꽈리고추조림,조림, 꽈리고추 청양고추 만능간장 물 
차돌두부조림,조림, 차돌 두부 대파 양파 대파 고추가루 다진마늘 국간장 설탕 식용유 참기름 진간장 참치액젓 간 돼지고기 후추가루 
동파육,조림,동파육 삼겹살 청경채 파채 무순 소스 삼계탕한방 간장 굴소스 치킨스톡 대파 쥐똥고추 통마늘 허브가루 생강가루 월계수잎 계피가루 설탕 전분물 참기름 
가자미감자조림,조림, 가자미 감자 고춧가루 올리고당 간장 다진마늘 다진생강 들기름 매실액 맛술 물 파 청양고추
꽁치조림,조림, 꽁치캔 양파 대파 청양고추 마늘 고춧가루 간장 설탕 소금 후추 참기름 물 기름
갈치조림,조림, 갈치 멸치다시마육수 무 대파 양파 청양고추 홍고추 장 고추장 간장 고춧가루 설탕 올리고당 다진마늘 참기름 청주 후추 
항정살덮밥,조림, 대파 양파 항정살 간장 맛술 물엿 다진마늘 굴소스 식초 물 소금 후추 
생선조림,조림, 말린 장대 소스 간장 후추 참기름 다진파 해바라기유 물 고추장 고춧가루 다진 마늘 생강술 설탕 올리고당 
이면수조림,조림, 이면수 무우 참기름 대파 마늘 고춧가루 진간장 소금 매실청 꽈리고추 물 청주 
오징어간장조림,조림, 물오징어 청양고추 다진마늘 조림 진간장 물 매실액기스 설탕 굴소스 
만능간장두부조림,조림,만능간장 다진돼지고기 진간장 설탕 두부조림 두부 고춧가루 다진마늘 대파 청양고추 만능간장 물 
매운감자조림,조림, 감자 식용유 고추장 고춧가루 다진마늘 설탕 매실액 조청 맛술 참기름 육수 후추 깨 
두부조림,조림, 두부실기용 대파고명푸른부분 실고추 마늘 식용유 진간장 소금 설탕 깨소금 후춧가루 참기름
메추리알장조림,조림, 메추리알 꽈리고추 청양고추 간장 매실액 
간장무조림,조림, 무 대파 홍고추 표고버섯 육수우린거 진간장 고춧가루 매실액기스 다진마늘 설탕 참기름 깨 
닭봉간장조림,조림, 닭봉 간장 올리고당 다진 마늘 물 식용유 
꽁치데리야끼조림,조림, 꽁치 통마늘 실파 데리야끼소스 간장 맛술 청주 후추 설탕 
갈치조림,조림, 갈치 감자 작은거 무 물 양파 대파 고춧가루 간장 다진마늘 생강가루 소금 
두부조림,조림,두부 멸치 양파 들기름 물 고춧가루 다진마늘 파 간장 맛술 올리고당 들기름 후추
삼치조림,조림, 파 다시마육수 삼치 무 양파 청고추 홍고추 파 다시마육수 장 고춧가루 간장 맛술 다진마늘 후추 설탕 
차슈덮밥,조림,삼겹살 양송이버섯 양파 장 진간장 굴소스 꿀 다진마늘 올리고당 
양배추롤,조림, 양배추 다진돼지고기 양파 당근 두부 피자치즈 간장 맛술 다진마늘 다진생강 소금 참기름 후춧가루 소스 다진마늘 케첩 토마토스파게티소스 고추장 굴소스 올리고당 물 
고등어된장조림,조림, 고등어 무 물 된장 다진 마늘 대파 설탕 멸치간것 고줏가루 큰거 청주 
가지간장조림,조림,가지 당근 양파 청양고추 파 장 매실 맛간장 고추가루 깨 식용유 육수물 
연근조림,조림,연근 식초 간장 물엿 통깨 다시마
달걀장조림,조림, 돼지고기 안심 마늘 다시마 고추 버섯 삶은달걀 소스 양조간장 물 올리고당 흑설탕 매실청 
단호박조림,조림, 단호박 말린감 호두 간장 맛술 꿀 매실액 
사과잼,조림,사과 설탕 식초
갈치조림,조림, 갈치 무 간장 굴소스 설탕 맛술 올리브오일 올리고당 마늘 고추가루 물 파
고추장감자조림,조림, 감자큰것 어묵 양파 대파 청양고추 고추장 간장 포도씨유 만능청 다진마늘 다시물 
버섯사태장조림,조림, 국내산돼지고기사태살 새송이버섯 대파 통마늘 다진생강 간장 미림 올리고당 참기름 깨
메추리알장조림,조림, 메추리알 멸치육수 간장 설탕 쌀엿 볶은검정깨 
고등어무조림,조림, 고등어 무 양파 청양고추 조림장 진간장 고춧가루 매실액 올리고당 다진마늘 미림
꽈리고추달걀장조림,조림,달걀 꽈리고추 통마늘 대파 양파 다시마 간장 설탕 통후추 맛술 물
오미자사과잼,조림, 사과 오미자오미자청도 괜찮을듯 다시종이팩 소스 설탕 
우엉조림,조림, 우엉 중 설탕 올리고당 식초 간장 우엉이잠길정도의물
차슈덮밥,조림, 먹고남은 보쌈 간장 설탕 물 생강편 마늘 없어도됨 대파 
복숭아조림,조림, 복숭아 설탕 물 
버섯장조림,조림,와 송고 버섯대 물 생강 저민것 대파 통마늘 꽈리고추 진간장 설탕 통깨 
양배추라이스롤,조림, 양배추 밥 시판 토마토소스 맛살 당근 고추 케첩 간장 소금 올리고당 후추 기름 식초 물 
두부샌드,조림,두부 다진소고기 김 표고버섯 전분가루 소고기 간장 설탕 다진마늘 후추 조림 물 다진마늘 간장 맛술 설탕 참기름 후추 
달래두부조림,조림, 두부 달래 식용유 들기름 진간장 다진 마늘 고춧가루 물엿올리고당 설탕 매실 참기름 통깨 
만능간장계란장조림,조림,계란 만능간장 물 다진마늘 설탕 청양고추 대파
소고기두부조림,조림,두부 다진소고기 청양고추 식용유 물 다진마늘 청주 양조간장 참기름 통깨 후춧가루 올리고당 
계피사과잼,조림,사과쨈만들기 사과 설탕 사과의 계피가루
두부얼갈이배추조림,조림, 두부 얼갈이배추 청양고추 대파 소금 고추장 고춧가루 간장 다진마늘 물엿 설탕 물 육수 멸치가루 다시마 
고등어조림,조림, 고등어 큰거 양파 파 고추장 고춧가루 양파 매실액 생강 간장 맛술 
딸기잼,조림, 딸기 설탕 올리고당 레몬즙 
딸기잼,조림, 딸기 설탕 밥공기 레몬즙 유리병
메추리알소고기장조림,조림, 소고기사태 표고버섯 메추리알 간장 굴소스 설탕 맛술 깨소금 
새송이버섯조림,조림, 새송이버섯 조림용 진간장 다진마늘 물엿 통깨 참기름 
돼지고기메추리알장조림,조림, 돼지안심 깐메추리알 통마늘 육수 물 통마늘 통후추 양파 생강 대파 장조림 돼지고기 삶은물 진간장 매실액기스 올리고당 설탕 
마늘등갈비,조림,등갈비 된장 청주 간장 꿀 청주 다진마늘 후추
멸치두부조림,조림, 두부 멸치 쪽파 장 양조간장 멸치액젓 들기름 고춧가루 다진 마늘 물 
돼지고기장조림,조림,돼지고기안심 소주 건고추 꽈리고추 간장 설탕 후추
돼지족발,조림, 돼지 족발 간장비율 물 간장 소주 향신 마늘 생강 계피스틱 양파 파뿌리도 함께 하나인 팔각 
연근조림,조림, 연근 물 식초 소금 간장조림소스 물 간장 물엿 다시마 올리브유 
가자미조림,조림, 가자미 무 대파 양파 고추 간장 고추가루 설탕 마늘 소주청주 
메추리알장조림,조림, 메추리알 조림물 물 마른표고버섯 다시마 간장 설탕 다진마늘 
새송이버섯장조림,조림, 메추리알 새송이버섯 간장 올리고당 후추 톡톡 밑국물 다시마 양파 마늘 
땅콩조림,조림,땅콩 땅콩 설탕 올리고당 간장 참깨 솔솔
우엉조림,조림, 우엉 식초 올리브유 조림 간장 설탕 요리술 올리고당 
두부조림,조림,두부대파청양고추 두부 대파 청양고추 새우젖들기름설탕파마늘고추가루 새우젓 들기름 진간장 설탕 고추가루 다진마늘 파 깨 
민어조림,조림, 민어 무청 시래기 좋아하는만큼 양파 된장 고추장 다진마늘 복숭아 청 소주 
계란두부조림,조림, 두부 계란 조림 양파 간장 국간장 고추가루 설탕 마늘 깨소금 후추 참기름 
생선데리야끼조림,조림, 금테 데리야끼소스 파 맛술 올리고당 물 
간재미조림,조림, 간재미 무 감자 양파 다진마늘 대파 진간장 청주 고줏가루 설탕 
우엉조림,조림, 우엉 간장 복숭아청 물 참기름 깨 
오미자청딸기잼,조림, 딸기 잘라서 설탕 오미자 청 
삼겹살꽈리고추조림,조림, 돼지고기 대파 꽈리고추 설탕 간장 다진마늘
메추리알장조림,조림, 메추리알 부와 마늘 진간장 설탕 대파 양파 꽈리고추 
우엉베이컨말이조림,조림, 우엉 당근 베이컨 식초 물 조림장 간장 굴 소스 맛술 설탕 다진 마늘 생강즙 참기름 후춧가루 
계란장조림,조림, 삶은달걀 양조간장 물 다시마 양파마늘이없어 대체 올리고당 
우엉조림,조림, 우엉 양조간장 물엿 올리고당 참깨 솔솔 물 
밤조림,조림, 밤 간장 설탕 올리고당 물 
두부조림,조림, 두부 다진마늘 소금 후추 물 간장 설탕 참기름 후추 맛술 
코다리조림,조림,코다리 명태코다리 대파마늘생강물엿진간장고추가루후추참기름마늘깨식용유 대파 다진마늘 참기름 식용유 고추가루 올리고당 진간장 후추 깨 생강 다싯물 
감자조림,조림, 감자 간장 올리고당 식용유 흑설탕 참깨 솔솔
감자당근조림,조림, 감자 쥬스용 당근 양파 대파 조림 육수 맛간장 굵은소금 올리고당 설탕 후추 맛술 천연가루 고추가루 통깨 참기름 
두부조림,조림, 두부 양파 표고버섯 대파 마늘 
표고버섯꽈리고추조림,조림, 건표고버섯 꽈리고추 들기름 통깨 참기름 
새송이버섯장조림,조림, 새송이버섯 간장 설탕 식초 
두부조림,조림,두부 계란 양파 청양고추 대파 물 장 간장 고춧가루 설탕 다진마늘 참기름 후추
꽁치감자조림,조림,꽁치 통조림 알감자 통조림 양파 당근 대파 마늘 청양고추 간장 고춧가루 소금 설탕 맛술 물 참기름
딸기잼,조림,딸기 흰설탕 생 레몬즙 
마약옥수수,조림,마약옥수수만들기 옥수수 버터 마요네즈 설탕 우유 파마산치즈 파슬리가루 고춧가루 옥수수삶기 소금 작은술 물은 옥수수가잠기도록
삼겹살고추장조림,조림, 삼겹살 쪽파 청양고추 간장 고추장 올리고당 다진마늘 매실청 생강술 
고등어김치조림,조림, 고등어 무 양파 대파 고추 간장 고추가루 된장 마늘 설탕 소주 물 후추
가자미조림,조림, 가재미 양파 마늘 파 레몬 간장 설탕 미림 고추가루
우엉조림,조림,우엉 간장 물엿 식초 통깨
돼지고기조림,조림, 가브리살 생강즙 청주 후추 다마리간장 조청이나물엿
고추멸치조림,조림, 청양고추 멸치 간장 물 고춧가루 
버섯꽈리고추조림,조림, 꽈리고추 새송이 버섯 계란 밀가루 부침유 조림장 간장 물 올리고당 맛술 소금 후추 참기름 깨 
꽁치김치조림,조림, 꽁치통조림 무 신김치 꽁치갯수만큼 대파 양파 청양고추 식용유 물 장 국간장 진간장 고춧가루 고추장 다진마늘 생강가루 요리당 물 
병아리콩자반,조림, 병아리콩통조림 간장 설탕 미림 깨소금
오렌지마말레이드,조림, 오렌지 설탕 재량것 베이킹소다 
연근조림,조림, 연근 물 설탕 올리고당 통깨 식초 
고등어조림,조림, 고등어 청주 멸치다시마육수 무 감자 양파 청양고추 대파 장 간장 고추장 고춧가루 다진마늘 청주 설탕 
핫윙,조림, 닭날개 후추 카레가루 청주또는 소주 볶은소금 고추가루 진간장 다진마늘 고추장 매실 엑기스 핫소스 
전복초,조림, 전복 간장 물 통후추 건고추씨까지 사용해요 설탕 마늘편마늘 사용하면 더 좋아요 참기름 꿀 
블루베리잼,조림, 블루베리 설탕 레몬즙 
닭봉조림,조림, 닭날개닭봉 우유 간장 물 매실원액 요리당 다진마늘 굴소스 후추 허브솔트
콩조림,조림, 검정콩 아몬드 호두 호박씨 물 물엿 참기름 콩자반 간장 설탕 견과류조림 간장 설탕 맛술 
두부맛탕,조림,두부 건과류 맛탕 두부 호두 건포도 간장 물엿 참기름 식용유 넉넉하게
두부조림,조림, 두부 들기름 소금 장 물 간장 고춧가루 다진파 다진마늘 깨 참기름 
감자조림,조림, 감자 양파 당근 식용유 진간장 다진 마늘 파 올리고당 물엿 참기름 통깨 
미트볼,조림,미트볼 만들기 돼지고기 굴소스 설탕 소금 마늘 후추 대파 빵가루 참기름 미트볼 소스 진간장 물엿 술 케첩 양파 파프리카 마늘 
참치무조림,조림, 무 참치캔 후추 물 멸치 다시마 채 썬 파 간장 청주 올리고당 
병어조림,조림,와 병어 감자 양파 진간장 액젓 마늘 대파 고춧가루 쌀뜨물 
간장두부조림,조림, 두부 양파 파 간장 참기름 마늘 올리고당 
감자장조림,조림, 감자 보통 분량 알감자조림 맛간장 물 설탕 올리고당 통후추 맛간장 양파 마른멸치 다시마 에이포용지 대파 흰부분 간장 보리옥수수차 설탕 천연가루 봉지 굴 홍합 맛타리버섯 새송이 알배추 주스 당근 무우 양파 청양고추 대파 시금치 브로콜리 가지 
학꽁치간장조림,조림, 학꽁치 청양고추 생강 조림간장 간장 청주 물 설탕 생강
아몬드갈릭닭봉조림,조림,밑간 허브맛 솔트 소금 후추 마늘간장소스 다진마늘 진간장 물엿 참기름 기타 다진 홍고추 슬라이스 아몬드 통깨 파슬리가루 피클링 스파이스 
길거리떡꼬치,조림, 쌀떡 또는 밀떡 부 다진대파 다진마늘 다진양파 물엿 순 후추 식용유 고추장 고춧가루 케찹 간장 
소고기사태장조림,조림, 소고기사태살 육수용멸치 다시마 통 파 대 월계수잎 후추 톡톡톡 통마늘 취향에 따라 청양 고추 간장 맛술 간장의 올리브유 적당
동파육,조림,기본 돼지고기 통삼겹살 청경채 대파 고기 삶을 물 양파 월계수잎 대파 통마늘 생강 통후추 조림장 물 간장 설탕 올리고당 맛술 마른고추 
장조림,조림, 한우 국거리 키위 양파 통마늘 꿀 대파 튀김용 새송이 맛간장 
참외쨈,조림, 참외 큰것 흰설탕 계핏가루 
무화과조림,조림, 냉동 무화과 와인 설탕 계피 조각 
돼지고기메추리알장조림,조림, 돼지고기 메추리알 마늘 진간장 국간장 
메추리알곤약장조림,조림,메추리알 곤약 간장 다진마늘 참기름 식초
고등어조림,조림,고등어 무 시래기 양파 청양고추 대파 고등어조림 장 간장 고춧가루 다진 마늘 맛술 매실 후추 된장 소량 
고등어덮밥,조림, 밥 고등어 계란 양파 청양고추 전분 기름 깨 고등어밑간 생강술 다진마늘 허브솔트 고등어조림 장 굴소스 올리고당 간장 황설탕 다진 마늘 맛술 허브솔트 식초 기름 양파조림장 간장 굴소스 황설탕 올리고당 맛술 기름 
새송이버섯조림,조림, 새송이버섯 간장 조청 다진마늘 통깨 
소고기메추리알장조림,조림,장조림용 소고기 홍두깨살 덩어리 깐 메추리알 꽈리고추 통마늘 맛간장베이스 물 소고기잠길만큼 간장 사과 양파 무 배 파 생강 통후추 매실액 아가베시럽 베트남고추 청주 
꽈리고추삼겹살조림,조림, 삼겹살 꽈리고추 간장 다진 쪽파 청양고추 홍고추 저민 마늘 다진생강 설탕 물 
애호박양파조림,조림, 호박 양파 고추가루 간장 다진마늘 참기름 깨소금 선택 새우젓 
감자조림,조림, 감자 양파 
오징어꽈리고추조림,조림, 반건조오징어 꽈리고추 고추가루 다진마늘 식용유 소금 작은술
오니기라즈,조림, 닭다리살 양파 채 분량 달걀지단 오이 단무지 깻잎 밥 닭고기 고추기름 진간장 맛술 설탕 청주 생강즙 
감자조림,조림, 감자 양파 간장 매실 원액 올리고당 물 연두 참기름 깨 
매운감자조림,조림, 감자 양파 물 고추장 고춧가루 간장 올리고당 다진마늘 매실 원액 깨 연두 
도루묵조림,조림, 냉동 도루묵 대파 잎 양파 김장김치 마늘 새우 가루 다시마 가루 표고버섯 가루 참치액젓 들깨가루 후추 
마늘쫑조림,조림,마늘쫑조림 마늘쫑 간장 올리고당 물 참기름 
목살폭찹,조림,필수 돼지목살 양파 파프리카 청피망 양송이버섯 고기밑간 소금 후춧가루 올리브유 맛술 소스 다진 마늘 다진 양파 토마토케찹 고추장 물엿 물 후춧가루 올리브유 소금 후춧가루 
계란장조림,조림,계란장조림 계란 아기새송이버섯 간장 물엿 마늘 양파 생강 대파 
어묵간장조림,조림, 동글 어묵 양파 청양고추 조림장 물 간장 다진마늘 참기름 물엿 설탕 후추 톡톡
감자조림,조림,감자반찬 감자 양파 마늘 청양고추 간장 물엿 고춧가루 참기름 식용유 
치즈등갈비,조림,매운치즈등갈비 돼지등갈비 우스타소스 케첩 고추장 고운 고춧가루 간장 물엿 사과 양파 대파 참기름 마늘 청양고추 치즈 듬뿍 떡볶이떡 
두부조림,조림,두부 대파 양파 멸치국물내기 용 포도씨유 등 진간장 황설탕 고춧가루 다진 마늘 물조림 양의 
두부조림,조림,두부조림 두부 청양고추 대파 취향껏 두부조림 고춧가루 간장 다진마늘 참기름 
메추리알연근장조림,조림,메추리알연근돼지고기기등심풋고추대파깐마늘 메추리알 돼지고기등심 연근 청양고추 깐 마늘 대파 생강 진간장설탕국간장정종 진간장 설탕 국간장 정종 
돼지고기달걀장조림,조림, 돼지고기 안심 달걀 대파 마늘 통후추 간장 설탕 물엿 청주 노두유 
감자조림,조림,감자당근양파강낭콩 대파파 감자 당근 양파 완두콩 대파 간장올리고당간마늘 간장 올리고당 간마늘 
전복장메추리알조림,조림, 전복장 메추리알 청양고추 통마늘 후추 소주 
우엉조림,조림, 우엉 소금 식용유 식용유 진간장 매실 설탕 소주 다진 마늘 올리고당 통깨 참기름 
알감자조림,조림, 알감자 양조간장 흑설탕 올리고당 소금 대추 
아몬드어묵조림,조림, 치즈어묵 아몬드 청양고추 올리브유 조림장 고추기름 간장 올리고당 다진 마늘 맛술 허브솔트 참기름 깨 
쇠고기죽순장조림,조림, 쇠고기 죽순 간장 매실액기스 물 물엿 마늘 정도 청양초 정도
연근조림,조림,연근 간장 설탕 물엿 들기름 깨 연근조림 식초물 물 식초 밥숟가락
우엉조림,조림,우엉조림 우엉 진간장 물엿 설탕 참기름 식용유 다진마늘 깨소금 솔솔
무조림,조림,무 굵은멸치 파 고춧가루 간장 다진마늘 설탕 반스푼
메추리알돼지고기장조림,조림, 돼지고기 안심 메추리알 고기육수 양파 마늘 통후추 다시마명함 사이즈 말린 생강 말린고추또는 고추씨 간장 조림 국간장 진간장 물엿 고기 삶은 육수 
두부조림,조림, 두부 양파 대파 청양고추 물 소금 부침유 조림장 간장 올리고당 다진 마늘 맛술 고춧가루 식초 후추 참기름 깨 
토마토,조림,토마토꿀들기름 토마토 꿀 들기름 
두부조림,조림, 두부 찹쌀가루 식용류 간장 다진마늘 다진파 물엿 맛술 매실청 청양고추 참기름 깨소금
메추리알장조림,조림, 메추리알 물 간장 설탕 다시마 깨소금 올리고당 
우엉조림,조림, 우엉 청주 진간장 설탕 올리고당 
이면수조림,조림,이면수 임연수어 간장 마늘 대파 청양고추 생강 고춧가루 고구마 바닥에깔릴정도 생수 
장조림,조림, 실키란 소고기 꽈리고추 생율 천일염 간장 다시물 생강술 마늘가루 올리고당 
소고기장조림,조림,장조림용소고기 간장 참치액 월계수 마늘 양파 대파 청주
고등어조림,조림, 고등어 무 양파 고춧가루 다진마늘 간장 
깻잎순조림,조림, 깻잎순 양파 청양고추 솔치 천연조미료멸치표고가루 다시마 사방 고춧가루 다진마늘 국간장 들기름 
도미간장조림,조림, 도미 무 다시마 대파 생강 조림간장 진간장 청주 설탕 물엿 
메추리알장조림,조림,메추리알 곤약 양파 청양고추 마늘 진간장 국간장 
메추리알장조림,조림, 깐 메추리알 풋고추 또는 꽈리고추 참기름 깨 적당 진간장 설탕 맛술 간 마늘 생강가루 물 올리고당 
곤약감자조림,조림,곤약 감자조림 곤약 감자 간장 물엿 참기름 포도씨유 마늘 양파 
꽈리고추멸치조림,조림, 꽈리고추 잔멸치 통마늘 물 진간장 매실액기스 설탕 들기름 깨 
마늘꿀조림,조림, 간장 꿀 맛술 마늘 
연어쌈장,조림, 알래스카 연어 고추장 참기름 마늘 양파즙 올리고당 참깨 맛간장 고춧가루 
연두부조림,조림, 연두부 양파 애호박 표고버섯 청양고추 물 송송썬파 장 물 간장 고춧가루 다진마늘 참기름 통깨 후추
넛츠,조림, 미니머핀 사이즈 분량 좋아하는 견과류 카라멜 크림 연유 또띠아 포도씨유 
돼지고기장조림,조림, 돼지고기 당근 양파소중 통마늘 다시마조각 물 양조간장 올리고당 대파 참깨 돼지고기 데칠때 생강차 
팽이버섯장조림,조림, 팽이버섯 간장 미림 설탕 깨소금
과일어묵조림,조림, 구멍어묵 키위 귤 조림 장 간장 굴소스 올리고당 매실청 다진 마늘 식초 허브솔트 참기름 깨 기름 
갈치조림,조림, 갈치 무 양파 대파 청고추 홍고추 간장 고춧가루 다진마늘 다진파 생강즙 매실액 맛술 
애호박새우젓조림,조림,필수 애호박 양파 대파 고춧가루 새우젓 물 들기름 
표고버섯장조림,조림, 건표고버섯물에 불려 물기 꼭 짠 표고버섯 간장 청주 매실청 조청또는 물엿 청양고추 표고버섯 불린 물 참기름 
병아리콩조림,조림, 병아리콩 호두 불고추 통깨 장 물 조림간장 올리고당 매실청 설탕 
연근조림,조림, 간장 설탕 물 물엿 참기름 참깨 
고등어고구마줄기조림,조림, 고등어 데친고구마줄기 양파 대파 청양고추 고춧가루 고추장 다진마늘 물엿 청주 매실액 참기름 생강가루 간장 
두부조림,조림, 두부 당근 파 청양고추 간장 마늘 고춧가루 올리고당 참기름 후추 깨
두부간장조림,조림,두부마늘간장조림 두부 마늘 실파 두부마늘간장조림 간장 참기름 매운굴소스 연두 조청 
미나리고등어조림,조림, 고등어 통조림 미나리 감자당구공 크기 양파 파 붉은고추 간장 고추장 간마늘 고춧가루 설탕 참기름 
고구마줄기고등어조림,조림, 고등어 고구마줄기김치 감자 청양고추 고춧가루 간장 다진마늘 매실청 생강술 설탕 다시물 
메추리알장조림,조림,필수 메추리알 꽈리고추 메추리알 삶는 물 식초 소금 조림장 설탕 간장 맛술 물 물엿 
두부조림,조림, 두부 굴소스 간장 설탕 고추가루 마늘 파 통깨 참기름 
두부조림,조림, 부침용두부 물 양파다진것 당근다진것 대파다진것 고춧가루 진간장 매실액기스 다진마늘 설탕 참기름
코다리조림,조림,코다리조림 코다리 무 양파 대파 청양고추 멸치육수 장 고추장 진간장 설탕 고춧가루 식용유 다진 마늘 
메추리알장조림,조림,메추리알 장조림 메추리알 대파 양파 마늘 통후추 소스 진간장 물 설탕 매실청 올리고당 미림 
깻잎두부조림,조림, 두부 깻잎 양파 다진마늘 물 
감자고추장조림,조림, 알감자 고추장 간장 소금 깨소금 설탕 물엿 고추가루 
간장감자조림,조림, 감자 꽈리고추 장 진간장 설탕 맛술 올리고당 참기름 식용유 검정깨 
데리야끼치킨,조림, 닭봉 맛소금 맛술 후추 마늘 대파 올리브오일 굴소스 데리야끼소스 올리고당 카라멜 
감자조림,조림, 감자 작은거 청양고추 송송썬파 다진마늘 다시마 간장 고춧가루 후추 소금
감자조림,조림, 간장 다진마늘 설탕 큰감자 올리브유 양파 
파프리카감자조림,조림, 감자 파프리카 이상 양파 마늘 대파 물 조림 양조간장 국간장 올리고당 참기름깨소금 
살구잼,조림, 살구 설탕 
메로간장조림,조림, 메로목살 양파 애호박 올리브오일 간장 매실액 맛술 다진마늘 
고등어조림,조림,고등어통조림둥근호박감자양파청양고추대파다싯물 통조림 감자 둥근호박 양파 대파 다싯물 마늘진간장국간장고추가루된장생강후추 다진마늘 진간장 국간장 고추가루 정종 생강 된장 
고등어간장조림,조림, 고등어 무 대파 장 간장 맛술 올리고당 마늘 
갈치조림,조림, 갈치 대파 청양고추 생강 마늘 간장 매운고춧가루 소금 설탕 물 맛술 참기름 
감자조림,조림, 감자 大 청양고추 식용유 물 종이컵 계량 고춧가루 고추장 다진마늘 간장 설탕 올리고당 깨소금 
고등어조림,조림, 조림용 고등어 무 두께 양파 홍고추 대파 간장 다시마 물 간장 다진마늘 고추장 후추 꿀 생강가루 고추가루 
돼지고기감자조림,조림, 돼지고기 양파 감자 홍고추 물 고추장 간장 다진마늘 소주 다진생강 고추가루 올리고당 들깨가루 후추 
조림,조림,기본 동태 굵은소금 양파 대파 청양고추 식초 장 고춧가루 조림맛간장진간장 국맛간장국간장 다진마늘 맛술 꿀 후추 소주
비엔나감자조림,조림, 햇감자 중간크기 왕비엔나 새송이버섯 간장 올리고당 통깨 
소고기감자조림,조림, 소고기불고기감 감자 양파 간장 설탕 미림 파 마늘 참기름 후추
블루베리잼,조림, 냉동블루베리 설탕 준비물 유리병 
뚝배기두부조림,조림, 두부 표고버섯 소금 기름 장 물 간장 다진 파 다진 마늘 꿀 설탕 참기름 통깨 
복숭아통조림,조림, 천도복숭아 열탕소독한유리병 설탕 물 레몬즙 소금 
두부조림,조림, 두부 대파 마늘 실고추 간장 설탕 참기름 후춧가루 깨소금 
감자조림,조림,감자조림 감자 대파 다진마늘 간장 설탕 고춧가루 참기름 물 
전복장,조림, 전복장용전복 양파 청양고추 통마늘 대파 간장 진간장 물 흑설탕 매실액 생강가루 다시마 
두부조림,조림,두부 밑간 두부 소금 물 설탕 일반 고춧가루 청양고춧가루 간장 다진 마늘 파 참기름 
곤드레조림,조림, 아지 곤드레나물 청고추 홍고추 대파 들기름 된장 고추장 고추가루 집간장 맛술 다진마늘 설탕 새우가루 
얼갈이삼치조림,조림, 삼치 무 작은 데친 얼갈이 청 홍고추 각 쌀뜨물 다시마 우린 물 물 장 고추장 고춧가루 액젓 간장 청주 다진마늘 참기름 다시마 우린 물 물 물엿 후추 톡톡
감자조림,조림, 감자 양파 청양고추 식초 기름 조림장 굴소스 간장 물 다진마늘 올리고당 맛술 참기름 깨 
차슈덮밥,조림, 따뜻한밥 남은보쌈고기 마른홍고추 양파 생강 작은 다시마 물 간장 올리고당 청주 
두부조림,조림, 부침용두부 양파 대파 다시마 국물용멸지 간장 고춧가루 고추장 올리고당 다진마늘 참기름 
서리태콩자반,조림, 흙애서서리태 물엿 식용유 간장 기호대로
메추리알조림,조림, 메추리알 진간장 물엿 갈색설탕 마늘 다시마
알감자조림,조림, 알감자 소금 통깨 참기름 장 간장 올리고당 설탕 맛술 다진마늘 
두부조림,조림, 두부 양파 팽이버섯 간장 매실액 다진마늘 고춧가루 육수 
계란장조림,조림, 계란 소금 식초 청양고추 마늘 진간장 국간장 설탕 올리고당 물 
돼지고기장조림,조림, 돼지고기 뒷다리 풋고추 붉은 고추 진간장 청주 물 물엿 마늘 깨소금 참기름 
황석어조림,조림, 황석어 무 양파 표고버섯 매운고추 대파 장 간장 고추장 고춧가루 된장 매실청 청주 표고버섯가루 다진마늘 굴소스
병아리콩조림,조림, 병아리콩 간장 물 건표고 매실청
조개살아삭이고추조림,조림, 말린조갯살 아삭이고추 간장 미림 물엿 오일 파 
소고기장조림,조림,소고기장조림 소고기 메추리알삶은 거 꽈리고추 볶음 참깨 장조림 다시마끓인물 진간장 국간장 다진 마늘 양파 황설탕 미림 청양고추 
계란감자장조림,조림, 계란 감자큰것 꽈리고추 강낭콩 통마늘 홍고추 간장 올리고당 물 
무조림,조림, 무우 양파 청양고추 홍고추 간장 고추장 고춧가루 다진마늘 매실액 
고등어조림,조림, 고등어 중치로 양파 감자 마늘 간장 미림 고추가루 고추장 올리고당 매실효소 후추 
감자조림,조림, 감자 양파 청양고추 취향껏 간장 올리고당 다진마늘 
자두잼,조림, 자두 설탕 
