CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
아이스크림,회, 멜론 연유 요구르트 
전어회,회, 전어
생연어덮밥,회, 생연어 맛술 후추 밥 식초상추 새싹채소 케이퍼 매실액 소금소스 양파 마요네즈 딸기청 레몬즙 
아보카도연어김밥,회, 현미밥 아보카도 연어 저염 간장 고추냉이 로메인 김밥김 
연어국수,회,필수 연어 케이퍼 무순 양파 고추냉이 크림소스 고추냉이 마요네즈 꿀 레몬즙 소금 후추 홀스래디쉬 크림소스 크림치즈 플레인요거트 홀스래디쉬 레몬즙 꿀 소금 후추 맛간장 간장 청주 맛술 설탕 마늘 대파 불닭초고추장 초고추장 불닭소스 
곶감화분샐러드,회, 곶감 요거트 어린잎채소 식초 마요네즈 홀그레인머스타드 레몬즙 황설탕 
생연어덮밥,회, 생연어 술 소금 후추 밥 장조림 간장 어린잎채소 새싹채소 무순 양파 초고추장 고추장 매실액 조청 요리 생강 식초 와사비 선택 통깨
과메기,회, 과메기 쌈배추 마늘 청양고추 염장 다시마 물미역 마른김 초장 
한우불고기버거,회, 한우 불고기감 양파 대파 후추 간장 설탕 버거용 빵
달걀샐러드,회, 달걀 샐러드채소 헴프씨드 키위드레싱 키위 올리브오일 레몬즙 화이트발사믹식초 꿀 소금 후추
연어초밥,회, 연어 쌀 와사비 간장 초대리
초밥,회, 연어횟감 광어회 홀스래디쉬 케이퍼 양파 밥 식초설탕 종이컵 소금 
연어스시,회, 연어회 밥 양파 와사비 케이퍼 간장 초고추장
보리숭어회,회, 보리숭어 
연어초밥,회, 생연어 밥 양파 생와사비 케이퍼 홀스래디쉬소스 배합초 다싯물 설탕 식초 소금 
연어초밥,회, 생연어 채선 양파 무순 식초 설탕 생와사비 밥 마요네즈 소스 마요네즈 꿀 올리고당 레몬즙 다진양파 후추가루 톡톡 생와사비 
연어초밥,회, 밥 생연어 사과 소금 설탕 식초 마요네즈 
육회,회, 꾸리살 우둔살 만원어치 계란노른자 진간장 다진마늘 참기름 설탕 소금 톡톡 후추 톡톡톡
물회,회, 오징어 물 미원 흰설탕 고운고춧가루 간마늘 소고기다시다 빙초산 환타오렌지맛 칠성사이다 갈아만든배 
물회,회, 오징어 오이 양배추 당근 배 고추장 다진마늘 설탕 식초 
물회,회, 오이 당근 양배추 두 줌 해산물 기호에맞게 고추장 고춧가루 식초 설탕 소금 매실청 물 사이다 깨소금 참기름 얼음 
한치물회,회, 한치 오이 적양배추 양파 깻잎 청양고추 대파 배 사이다 중면 얼음 장 고추장 매실청 생강청 설탕 식초 마늘 통깨
육사시미,회, 육사시미용 고기 장 고추가루 다진마늘 액젓 물엿 참기름 푹잠길정도로 다진마늘 듬뿍 기름장 
연어샐러드,회, 연어 양상추 땅콩버터 피클 날치알
전복,회,전복회 전복 초장 편마늘 청양고추
육회비빔밥,회,육회 육회거리 쪽파 송송 배 각종새싹채소 청양고추 계란노른자 간마늘 국간장 소금 참기름 설탕 
한치회,회, 한치 
연어김밥,회, 밥 당근 양배추 단무지 사과 연어 김 죽염 통깨 참기름 마요네즈 
광어초밥,회, 광어 회 고추냉이 밥 설탕 식초 소금
수박화채,회, 수박 딸기우유 쿨피스 파인애플맛 사이다 연유 사과 수박 방울토마토 포도 바나나 
스시볼,회, 밥 참치캔 두부 참기름 밥이랑 생선회야채 기호에따라 간장 와사비 
목은지광어초밥,회, 묵은지 밥 광어회 연와사비 단촛물 식초 설탕 소금 
연어김밥,회, 생연어 김밥김 깻잎 파프리카노랑 파프리카 주황 파프리카빨강 적양배추 단무지 당근 과카몰리 아보카도 양파 토마토 중과 올리브유 후추 레몬즙 
어묵물회,회,필수 사각어묵 양배추 당근 오이 깻잎 양파 통깨 냉면 육수 초고추장 다진 마늘 고춧가루 참기름 통깨 
연어초밥,회, 생연어 밥 한공기 단촛물 생와사비 간장 단촛물 만들기 식초 설탕 소금 
연어초밥,회, 밥 생연어 배합초 무순 배합초 식초 설탕 소금 
연어샐러드초밥,회, 훈제연어 어린잎채소 밥 매실액 레몬즙 소금 와사비 타르타르소스 다진양파 다진오이지 마요네즈 홀스래디시소스 케이퍼
연어장덮밥,회, 연어 양파 연겨자 청양고추 물 간장 설탕 청주 대파 
초밥,회, 연어 쌀밥 간장 미림 와사비 식초 설탕 소금 
연어타다끼,회, 연어 소금 후추 적양파 쪽파 타다끼 소스 설탕 통깨 레몬쥬스 간장 식초 물 
양파빵,회, 식빵 다진양파 다진호두 모짜렐라치즈 슬라이스 치즈 올리브유 소금 톡톡
연어덮밥,회, 쌀 다시마 사방 연어 양파 아보카도 무순 간장 물 식초 설탕 다진마늘 
연어국수,회, 연어회 양파 매운고추 채썬마늘 레몬 쯔유
연어샐러드,회, 연어 양상추 케이퍼 홀스래디쉬소스 씩 오리엔탈소스 다진 양파 술 올리브오일 술 샴페인 비네거 술 맛간장 술 후추 
크림만두그라탕,회,필수 만두 크래미 크림우동 슬라이스치즈 모짜렐라 치즈 
연어장,회, 생연어 레몬 양파 청양고추 소스 대파 마늘 진간장 맛술 설탕 가쓰오부시 
무화과샐러드,회, 무화과 홍시 양상추 어린잎채소 홍시소스 마요네즈 레몬즙 소금 검정깨 식초 
연어샐러드,회,연어 샐러드 횟감용 연어 아보카도 토마토 오이 로메인상추
물회,회,물회 양파 사과 동치미 무 대파 청양고추 남은 회 물회육수 동치미국물 생수 고추장 올리고당 매실액 식초 참깨 맛간장 맛술 
훈제연어초밥,회, 훈제연어 케이퍼 올리브 생와사비 양파 홀스래디쉬소스 초간장 초대리만들기 냄비에 식초 꽃소금 백설탕 
생굴,회, 생굴 무 굵은소금 
