CKG_NM,CKG_MTH_ACTO_NM,CKG_MTRL_CN
연어오이롤,회, 연어 오이 파프리카 무순 마요네즈 다진양파 설탕 
새우초밥,회, 단새우 밥 식초 소금 설탕 
굴카나페,회, 굴 알배기배추 마늘 고추 초고추장
전복초밥,회, 전복 밥 식초 설탕 소금 고추냉이
초밥,회, 방어회 참돔회 생와사비 생와사비간장 밥 단촛물 식초 설탕 소금 
한치회,회, 한치회 무 매운고추 초고추장 고추장 식초 설탕 사이다
계란초밥,회, 밥 계란 슬라이스 생연어 와사비 무쌈 조미김 선택 초밥 소금 매실청 계란말이 소금 설탕 우유 와사비 간장 허니머스타드 초고추장
연어초밥,회,단촛물 밥 설탕 식초 연어 와사비 밥위에들어갈양 양파 
생연어회,회, 생연어훈제연어 양파 반 개 무순 케이퍼 마요네즈 크림치즈 올리고당 양파다진거 피클다진거 소금 후추 
새싹삼,회, 새싹삼 빨간 파프리카 노란파프리카 당근 칠리소스 
해삼,회, 해삼 멍게 전복 초고추장 청양고추 통마늘 각종쌈채소
참치,회, 눈다랑어 뱃살 눈다랑어 속살 천일염 식초장 와사비 간장
마,회, 마 꿀 유자차 새싹삼 검은깨 샐러드소스 귤 어린잎채소 
곤부즈메,회, 생연어 다시마 맛술 청주 굵은소금
연어초밥,회, 밥 연어 양파 무순 고추냉이 쌀 다시마 마요네즈 다진양파 발사믹 식초 식초 설탕 소금
광어초밥,회, 밥 광어회 우럭회 연어회 양파 새싹채소 생와사비 홀스래디쉬소스 초밥 단촛물 식초 설탕 소금 
만두탕수육,회, 물만두 오이 파프리카 파인애플통조림 옥수수통조림 식용유 진간장 설탕 파인애플통조림국물 케찹 식초 소금 전분 
어묵카프레제샐러드,회, 구운어묵 토마토 무순 발사믹글레이즈 
에그드랍,회, 식빵 베이컨 달걀 우유 소금 후추 버터 체다치즈 마요네즈 핫소스 연유 파슬리가루
